bibcode	title	author	aff	year	pub	volume	page	pubdate	date	bibstem	citation	citation_count	doctype	orcid_user	property	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match
2022MNRAS.514.6038Z	['ATOMS: ALMA Three-millimeter Observations of Massive Star-forming regions - XI. From inflow to infall in hub-filament systems']	"['Zhou, Jian-Wen', 'Liu, Tie', 'Evans, Neal J.', 'Garay, Guido', 'Goldsmith, Paul F.', 'Gómez, Gilberto C.', 'Vázquez-Semadeni, Enrique', 'Liu, Hong-Li', 'Stutz, Amelia M.', 'Wang, Ke', 'Juvela, Mika', 'He, Jinhua', 'Li, Di', 'Bronfman, Leonardo', 'Liu, Xunchuan', 'Xu, Feng-Wei', 'Tej, Anandmayee', 'Dewangan, L. K.', 'Li, Shanghuo', 'Zhang, Siju', 'Zhang, Chao', 'Ren, Zhiyuan', ""Tatematsu, Ken'ichi"", 'Shing Li, Pak', 'Won Lee, Chang', 'Baug, Tapas', 'Qin, Sheng-Li', 'Wu, Yuefang', 'Peng, Yaping', 'Zhang, Yong', 'Liu, Rong', 'Luo, Qiu-Yi', 'Ge, Jixing', 'Saha, Anindya', 'Chakali, Eswaraiah', 'Zhang, Qizhou', 'Kim, Kee-Tae', 'Ristorcelli, Isabelle', 'Shen, Zhi-Qiang', 'Li, Jin-Zeng']"	"[""National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, People's Republic of China; School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049, People's Republic of China"", ""Shanghai Astronomical Observatory, Chinese Academy of Sciences, 80 Nandan Road, Shanghai 200030, People's Republic of China"", 'Department of Astronomy, The University of Texas at Austin, 2515 Speedway, Stop C1400, Austin, TX 78712-1205, USA', 'Departamento de Astronomıa, Universidad de Chile, Camino el Observatorio 1515, Las Condes, Santiago, Chile', 'Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA 91109, USA', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Antigua Carretera a Pátzcuaro # 8701, Ex-Hda. San José de la Huerta, Morelia, Michoacán, C.P. 58089, México', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Antigua Carretera a Pátzcuaro # 8701, Ex-Hda. San José de la Huerta, Morelia, Michoacán, C.P. 58089, México', ""Department of Astronomy, Yunnan University, Kunming 650091, People's Republic of China"", 'Departamento de Astronomía, Universidad de Concepción, Casilla 160-C, Concepción, Chile', ""Kavli Institute for Astronomy and Astrophysics, Peking University, Haidian District, Beijing 100871, People's Republic of China"", 'Department of Physics, University of Helsinki, PO Box 64, FI-00014 Helsinki, Finland', ""Yunnan Observatories, Chinese Academy of Sciences, 396 Yangfangwang, Guandu District, Kunming 650216, People's Republic of China; Chinese Academy of Sciences South America Center for Astronomy, National Astronomical Observatories, CAS, Beijing 100101, People's Republic of China; Departamento de Astronomía, Universidad de Chile, Casilla 36-D, Santiago, Chile"", ""National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, People's Republic of China; School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049, People's Republic of China; NAOC-UKZN Computational Astrophysics Centre, University of KwaZulu-Natal, Durban 4000, South Africa"", 'Departamento de Astronomía, Universidad de Chile, Casilla 36-D, Santiago, Chile', ""Shanghai Astronomical Observatory, Chinese Academy of Sciences, 80 Nandan Road, Shanghai 200030, People's Republic of China"", ""Kavli Institute for Astronomy and Astrophysics, Peking University, Haidian District, Beijing 100871, People's Republic of China; Department of Astronomy, School of Physics, Peking University, Beijing 100871, People's Republic of China"", 'Indian Institute of Space Science and Technology, Thiruvananthapuram, Kerala 695547, India', 'Physical Research Laboratory, Navrangpura, Ahmedabad 380009, India', 'Korea Astronomy and Space Science Institute, 776 Daedeokdae-ro, Yuseong-gu, Daejeon 34055, Republic of Korea', ""Kavli Institute for Astronomy and Astrophysics, Peking University, Haidian District, Beijing 100871, People's Republic of China"", ""Institute of Astronomy and Astrophysics, Anqing Normal University, Anqing 246133, People's Republic of China"", ""National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, People's Republic of China"", 'Nobeyama Radio Observatory, National Astronomical Observatory of Japan, National Institutes of Natural Sciences, Nobeyama, Minamimaki, Minamisaku, Nagano 384-1305, Japan; Department of Astronomical Science, The Graduate University for Advanced Studies, SOKENDAI, 2-21-1 Osawa, Mitaka, Tokyo 181-8588, Japan', 'Astronomy Department, University of California, Berkeley, CA 94720, USA', 'Korea Astronomy and Space Science Institute, 776 Daedeokdae-ro, Yuseong-gu, Daejeon 34055, Republic of Korea; University of Science and Technology, Korea (UST), 217 Gajeong-ro, Yuseong-gu, Daejeon 34113, Republic of Korea', 'S. N. Bose National Centre for Basic Sciences, JD Block, Sector-III, Salt Lake City, Kolkata 700106, India', ""Department of Astronomy, Yunnan University, Kunming 650091, People's Republic of China"", ""Department of Astronomy, School of Physics, Peking University, Beijing 100871, People's Republic of China"", ""College of Science, Yunnan Agricultural University, Kunming 650201, People's Republic of China"", ""School of Physics and Astronomy, Sun Yat-sen University, 2 Daxue Road, Tangjia, Zhuhai, Guangdong Province, People's Republic of China; CSST Science Center for the Guangdong-Hongkong-Macau Greater Bay Area, Sun Yat-Sen University, Guangdong Province, People's Republic of China; Laboratory for Space Research, The University of Hong Kong, Hong Kong 000000, People's Republic of China"", ""National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, People's Republic of China; School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049, People's Republic of China"", ""School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049, People's Republic of China; Shanghai Astronomical Observatory, Chinese Academy of Sciences, 80 Nandan Road, Shanghai 200030, People's Republic of China"", ""Chinese Academy of Sciences South America Center for Astronomy, National Astronomical Observatories, CAS, Beijing 100101, People's Republic of China"", 'Indian Institute of Space Science and Technology, Thiruvananthapuram, Kerala 695547, India', 'Indian Institute of Science Education and Research (IISER) Tirupati, Rami Reddy Nagar, Karakambadi Road, Mangalam (P.O.), Tirupati 517507, India', 'Center for Astrophysics, Harvard Smithsonian, 60 Garden Street, Cambridge, MA 02138, USA', 'Korea Astronomy and Space Science Institute, 776 Daedeokdae-ro, Yuseong-gu, Daejeon 34055, Republic of Korea', 'IRAP, Université de Toulouse, CNRS, UPS, CNES, Toulouse 31400, France', ""Shanghai Astronomical Observatory, Chinese Academy of Sciences, 80 Nandan Road, Shanghai 200030, People's Republic of China"", ""National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100101, People's Republic of China""]"	2022	Monthly Notices of the Royal Astronomical Society	514	['6038']	2022-08-00	2022-08-01T00:00:00Z	['MNRAS', 'MNRAS.514']	['2022arXiv220801894J']	1	article	['-', '-', '-', '-', '-', '0000-0003-4714-0636', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '0000-0002-1086-7922', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']	['ARTICLE', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'REFEREED']	('Vázquez-Semadeni, Enrique', 98)	('0000-0003-4714-0636', 68)
2022MNRAS.512.4715N	['Gravity-driven filamentary flow in molecular clouds']	['Naranjo-Romero, Raúl', 'Vázquez-Semadeni, Enrique', 'Loughnane, Robert M.']	['Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72, Morelia, Michoacán 58089, México', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72, Morelia, Michoacán 58089, México', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72, Morelia, Michoacán 58089, México']	2022	Monthly Notices of the Royal Astronomical Society	512	['4715']	2022-06-00	2022-06-01T00:00:00Z	['MNRAS', 'MNRAS.512']	['2022MNRAS.513.1244G', '2022arXiv220703695C']	2	article		['ARTICLE', 'ESOURCE', 'REFEREED']	('Vázquez-Semadeni, Enrique', 98)	
2022MNRAS.510.5062G	['A resolution criterion based on characteristic time-scales for MHD simulations of molecular clouds']	['Granda-Muñoz, Guido', 'Vázquez-Semadeni, Enrique', 'Gómez, Gilberto C.', 'Zamora-Avilés, Manuel']	['Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72, Morelia, Michoacán 58089, Mexico', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72, Morelia, Michoacán 58089, Mexico', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72, Morelia, Michoacán 58089, Mexico', 'CONACYT - Instituto Nacional de Astrofísica, Optica y Electrónica, Luis E. Erro 1, Tonantzintla, Púebla 72840, Mexico']	2022	Monthly Notices of the Royal Astronomical Society	510	['5062']	2022-03-00	2022-03-01T00:00:00Z	['MNRAS', 'MNRAS.510']		0	article	['-', '-', '0000-0003-4714-0636', '-']	['ARTICLE', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'REFEREED']	('Vázquez-Semadeni, Enrique', 98)	('0000-0003-4714-0636', 68)
2022PASA...39....5P	['GASKAP-HI pilot survey science I: ASKAP zoom observations of HI emission in the Small Magellanic Cloud']	['Pingel, N. M.', 'Dempsey, J.', 'McClure-Griffiths, N. M.', 'Dickey, J. M.', 'Jameson, K. E.', 'Arce, H.', 'Anglada, G.', 'Bland-Hawthorn, J.', 'Breen, S. L.', 'Buckland-Willis, F.', 'Clark, S. E.', 'Dawson, J. R.', 'Dénes, H.', 'Di Teodoro, E. M.', 'For, B. -Q.', 'Foster, Tyler J.', 'Gómez, J. F.', 'Imai, H.', 'Joncas, G.', 'Kim, C. -G.', 'Lee, M. -Y.', 'Lynn, C.', 'Leahy, D.', 'Ma, Y. K.', 'Marchal, A.', 'McConnell, D.', 'Miville-Deschènes, M. -A.', 'Moss, V. A.', 'Murray, C. E.', 'Nidever, D.', 'Peek, J.', 'Stanimirović, S.', 'Staveley-Smith, L.', 'Tepper-Garcia, T.', 'Tremblay, C. D.', 'Uscanga, L.', 'van Loon, J. Th.', 'Vázquez-Semadeni, E.', 'Allison, J. R.', 'Anderson, C. S.', 'Ball, Lewis', 'Bell, M.', 'Bock, D. C. -J.', 'Bunton, J.', 'Cooray, F. R.', 'Cornwell, T.', 'Koribalski, B. S.', 'Gupta, N.', 'Hayman, D. B.', 'Harvey-Smith, L.', 'Lee-Waddell, K.', 'Ng, A.', 'Phillips, C. J.', 'Voronkov, M.', 'Westmeier, T.', 'Whiting, M. T.']	['Research School of Astronomy and Astrophysics, The Australian National University, Canberra, ACT 2611, Australia', 'Research School of Astronomy and Astrophysics, The Australian National University, Canberra, ACT 2611, Australia; CSIRO Information Management and Technology, GPO Box 1700, Canberra, ACT 2601, Australia', 'Research School of Astronomy and Astrophysics, The Australian National University, Canberra, ACT 2611, Australia', 'School of Natural Sciences, University of Tasmania, Hobart, TAS 7001, Australia', 'CSIRO Space and Astronomy, PO Box 1130, Bentley, WA 6102, Australia', 'Department of Astronomy, Yale University, New Haven, CT 06520, USA', 'Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía s/n, 18008 Granada, Spain', 'Department of Physics, University of Sydney, Sydney, NSW 2006, Australia', 'SKA Observatory, Jodrell Bank, Lower Withington, Macclesfield, Cheshire, SK11 9FT, UK', 'AIM, CEA, CNRS, Université Paris-Saclay, Université Paris Diderot, Sorbonne Paris Cité, F-91191 Gif-sur-Yvette, France', 'Department of Physics, Stanford University, 382 Via Pueblo Mall, Stanford, CA 94305, USA; Kavli Institute for Particle Astrophysics &amp; Cosmology, P.O. Box 2450, Stanford University, Stanford, CA 94305, USA', 'Department of Physics and Astronomy and MQ Research Centre in Astronomy, Astrophysics, and Astrophotonics, Macquarie University, NSW 2109, Australia; Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia', 'ASTRON - The Netherlands Institute for Radio Astronomy, 7991 PD Dwingeloo, The Netherlands', 'Department of Physics &amp; Astronomy, Johns Hopkins University, 3400 N. Charles Street, Baltimore, MD 21218, USA', 'International Centre for Radio Astronomy Research (ICRAR), The University of Western Australia, 35 Stirling Hwy, Crawley, WA 6009, Australia; ARC Centre of Excellence for All Sky Astrophysics in 3 Dimensions (ASTRO 3D)', 'Department of Physics &amp; Astronomy, Brandon University, 270-18 Street, Brandon, Manitoba, Canada', 'Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía s/n, 18008 Granada, Spain', 'Center for General Education, Comprehensive Institute of Education, 1-21-30 Korimoto, Kagoshima, 890-0065, Japan; Amanogawa Galaxy Astronomy Research Center, Graduate School of Science and Engineering, 1-21-30 Korimoto, Kagoshima, 890-0065, Japan', 'Université Laval, Pavillon Alexandre-Vachon 1045, Avenue de la Medecine, Quebec City, Canada', 'Department of Astrophysical Sciences, Princeton University, Princeton, NJ 08544, USA', 'Korea Astronomy and Space Science Institute, 776, Daedeokdae-ro, Yuseong-gu, Daejeon, 34055, Republic of Korea', 'Research School of Astronomy and Astrophysics, The Australian National University, Canberra, ACT 2611, Australia', 'Department of Physics and Astronomy, University of Calgary, Calgary, AB T2N 1N4, Canada', 'Research School of Astronomy and Astrophysics, The Australian National University, Canberra, ACT 2611, Australia; Max-Planck-Institut für Radioastronomie, Auf dem Hügel 69, D-53121 Bonn, Germany', 'Canadian Institute for Theoretical Astrophysics, University of Toronto, 60 St. George Street, Toronto, ON M5S 3H8, Canada', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia', 'AIM, CEA, CNRS, Université Paris-Saclay, Université Paris Diderot, Sorbonne Paris Cité, F-91191 Gif-sur-Yvette, France', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia; Sydney Institute for Astronomy, School of Physics, The University of Sydney, NSW 2006, Australia', 'Department of Physics &amp; Astronomy, Johns Hopkins University, 3400 N. Charles Street, Baltimore, MD 21218, USA', 'Department of Physics, Montana State University, P.O. Box 173840, Bozeman, MT 59717-3840, USA', 'Department of Physics &amp; Astronomy, Johns Hopkins University, 3400 N. Charles Street, Baltimore, MD 21218, USA; Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD 21218, USA', 'Department of Astronomy, University of Wisconsin-Madison, 475 North Charter Street, Madison, WI 53706-15821, USA', 'International Centre for Radio Astronomy Research (ICRAR), The University of Western Australia, 35 Stirling Hwy, Crawley, WA 6009, Australia; ARC Centre of Excellence for All Sky Astrophysics in 3 Dimensions (ASTRO 3D)', 'ARC Centre of Excellence for All Sky Astrophysics in 3 Dimensions (ASTRO 3D); Sydney Institute for Astronomy, School of Physics, The University of Sydney, NSW 2006, Australia; Centre for Integrated Sustainability Analysis, School of Physics, The University of Sydney, NSW 2006, Australia', 'CSIRO Space and Astronomy, PO Box 1130, Bentley, WA 6102, Australia', 'University of Guanajuato, A.P. 144, 36000, Guanajuato, Mexico', 'Lennard-Jones Laboratories, Keele University, Keele, ST5 5BG, UK', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72, Morelia, Michoacán 58089, México', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia; Sub-Department of Astrophysics, Department of Physics, University of Oxford, Denys Wilkinson Building, Keble Rd., Oxford, OX1 3RH, UK', 'Jansky Fellow of the National Radio Astronomy Observatory, P. O. Box 0, Socorro, NM 87801, USA', 'SKA Observatory, Jodrell Bank, Lower Withington, Macclesfield, Cheshire, SK11 9FT, UK; Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia', 'University of Technology Sydney, 15 Broadway, Ultimo, NSW 2007, Australia', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia; Western Sydney University, Locked Bag 1797, Penrith, NSW 2751, Australia', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia; Inter-University Centre for Astronomy and Astrophysics, Post Bag 4, Ganeshkhind, Pune, 411 007, India', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia', 'Western Sydney University, Locked Bag 1797, Penrith, NSW 2751, Australia; Faculty of Science, UNSW Sydney, NSW 2052 Australia', 'CSIRO Space and Astronomy, PO Box 1130, Bentley, WA 6102, Australia; International Centre for Radio Astronomy Research (ICRAR), The University of Western Australia, 35 Stirling Hwy, Crawley, WA 6009, Australia', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia', 'International Centre for Radio Astronomy Research (ICRAR), The University of Western Australia, 35 Stirling Hwy, Crawley, WA 6009, Australia', 'Australia Telescope National Facility, CSIRO Space and Astronomy, PO Box 76, Epping NSW 1710, Australia']	2022	Publications of the Astronomical Society of Australia	39	['e005']	2022-02-00	2022-02-01T00:00:00Z	['PASA', 'PASA...39']	['2022ApJ...926..186D', '2022PASA...39...34D']	2	article	['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '0000-0002-7351-6062', '-', '-', '-', '-', '-', '-', '-', '0000-0002-4409-3515', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '0000-0003-4351-993X', '0000-0001-7547-4241', '-', '-', '-', '-', '0000-0002-5851-5264', '-', '-', '0000-0003-1160-2077']	['ARTICLE', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Vázquez-Semadeni, E.', 84)	('0000-0002-4409-3515', 79)
2022ApJ...925...78A	['Evolution of the Angular Momentum during Gravitational Fragmentation of Molecular Clouds']	['Arroyo-Chávez, Griselda', 'Vázquez-Semadeni, Enrique']	['Instituto de Radioastronomía y Astrofísica PO Box 3-72. 58090 Morelia, Michoacán, México', 'Instituto de Radioastronomía y Astrofísica PO Box 3-72. 58090 Morelia, Michoacán, México']	2022	The Astrophysical Journal	925	['78']	2022-01-00	2022-01-01T00:00:00Z	['ApJ', 'ApJ...925']		0	article		['ARTICLE', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Vázquez-Semadeni, Enrique', 98)	
2021MNRAS.502.4963G	['Density profile evolution during prestellar core collapse: collapse starts at the large scale']	['Gómez, Gilberto C.', 'Vázquez-Semadeni, Enrique', 'Palau, Aina']	['Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. postal 3-72, Morelia Mich. 58089, México', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. postal 3-72, Morelia Mich. 58089, México', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. postal 3-72, Morelia Mich. 58089, México']	2021	Monthly Notices of the Royal Astronomical Society	502	['4963']	2021-04-00	2021-04-01T00:00:00Z	['MNRAS', 'MNRAS.502']	['2020arXiv201212819N', '2021A&A...654A..34B', '2021ApJ...912..159P', '2021ApJ...912L...7L', '2022A&A...657A...3G', '2022A&A...657A..70P', '2022A&A...658A.128L', '2022ApJ...926..165L', '2022MNRAS.512.4715N', '2022MNRAS.514.6038Z', '2022MNRAS.514L..16L', '2022MNRAS.tmp.2468D', '2022arXiv220503935P']	13	article	['0000-0003-4714-0636', '-', '-']	['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'REFEREED']	('Vázquez-Semadeni, Enrique', 98)	('0000-0003-4714-0636', 68)
2020arXiv201212819N	['Filamentary collapse flow in molecular clouds']	['Naranjo-Romero, Raúl', 'Vázquez-Semadeni, Enrique', 'Loughnane, Robert M.']	['-', '-', '-']	2020	arXiv e-prints		['arXiv:2012.12819']	2020-12-00	2020-12-01T00:00:00Z	['arXiv', 'arXiv2012']	['2022ApJ...926...16Y']	1	eprint		['ARTICLE', 'EPRINT_OPENACCESS', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS']	('Vázquez-Semadeni, Enrique', 98)	
2020ApJ...903..136G	['Nonadiabatic Turbulence Driving during Gravitational Collapse']	['Guerrero-Gamboa, Rubén', 'Vázquez-Semadeni, Enrique']	['Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Campus Morelia Apartado Postal 3-72, 58090 Morelia, Michoacán, México', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Campus Morelia Apartado Postal 3-72, 58090 Morelia, Michoacán, México']	2020	The Astrophysical Journal	903	['136']	2020-11-00	2020-11-01T00:00:00Z	['ApJ', 'ApJ...903']	['2021A&A...653A.166C', '2021A&A...655A...3H', '2021ApJ...912..159P', '2021ApJ...916...13L', '2021MNRAS.502.4963G', '2021MNRAS.505.3655D', '2022ApJ...925...78A', '2022MNRAS.tmp.2468D', '2022arXiv220402916A']	9	article		['ARTICLE', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Vázquez-Semadeni, Enrique', 98)	
2020ApJ...903...46C	['Simultaneous Evolution of the Virial Parameter and Star Formation Rate in Molecular Clumps Undergoing Global Hierarchical Collapse']	['Camacho, Vianey', 'Vázquez-Semadeni, Enrique', 'Palau, Aina', 'Busquet, Gemma', 'Zamora-Avilés, Manuel']	"['Instituto de Radioastronomía y Astrofísica, UNAM, Apartado Postal 3-72, 58089 Morelia Michoacán, México', 'Instituto de Radioastronomía y Astrofísica, UNAM, Apartado Postal 3-72, 58089 Morelia Michoacán, México', 'Instituto de Radioastronomía y Astrofísica, UNAM, Apartado Postal 3-72, 58089 Morelia Michoacán, México', ""Institut de Ciències de l'Espai (ICE, CSIC), Can Magrans, s/n, E-08193 Cerdanyola del Vallès, Catalonia, Spain; Institut d'Estudis Espacials de Catalunya (IEEC), E-08034 Barcelona, Catalonia, Spain"", 'CONACYT-Instituto Nacional de Astrofísica, Óptica y Electrónica, Luis E. Erro 1, 72840 Tonantzintla, Puebla, México']"	2020	The Astrophysical Journal	903	['46']	2020-11-00	2020-11-01T00:00:00Z	['ApJ', 'ApJ...903']	['2020MNRAS.499.4432W', '2020arXiv201212819N', '2021ApJS..257...39C', '2022A&A...658A.128L', '2022ApJ...925...78A', '2022MNRAS.512.4715N', '2022MNRAS.516.4212S']	7	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Vázquez-Semadeni, Enrique', 98)	
2020MNRAS.499..668G	['The effect of photoionizing feedback on the shaping of hierarchically-forming stellar clusters']	['González-Samaniego, Alejandro', 'Vazquez-Semadeni, Enrique']	['Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72, Morelia 58089, México', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72, Morelia 58089, México']	2020	Monthly Notices of the Royal Astronomical Society	499	['668']	2020-11-00	2020-11-01T00:00:00Z	['MNRAS', 'MNRAS.499']	['2020ApJ...897..143K', '2020ApJ...903...46C', '2020ApJ...904..192W', '2020MNRAS.497.5061I', '2021A&A...655A..71W', '2021Ap&SS.366..114N', '2021ApJ...908....2M', '2021ApJ...911..128K', '2021ApJ...912..162P', '2021MNRAS.505.3470J', '2021PASJ...73.1074F', '2022A&A...660A..61D', '2022MNRAS.509.3395C', '2022MNRAS.509.4713W', '2022MNRAS.511.3346F', '2022MNRAS.516.4212S']	16	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'REFEREED']	('Vazquez-Semadeni, Enrique', 100)	
