bibcode	title	author	aff	year	pub	volume	page	pubdate	date	bibstem	citation	citation_count	doctype	orcid_user	property	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match
2021Galax...9...99A	['Discovery of 178 Giant Radio Galaxies in 1059 deg2 of the Rapid ASKAP Continuum Survey at 888 MHz']	['Andernach, Heinz', 'Jiménez-Andrade, Eric F.', 'Willis, Anthony G.']	['-', '-', '-']	2021	Galaxies	9	['99']	2021-11-00	2021-11-01T00:00:00Z	['Galax', 'Galax...9']	['2022A&A...660A...2O', '2022Galax..10...29L', '2022MNRAS.515.2032S', '2022arXiv220508884H', '2022arXiv220802130D']	5	article		['ARTICLE', 'ASSOCIATED', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Jiménez-Andrade, Eric F.', 85)	
2021Galax...9...93V	['Bent It Like FRs: Extended Radio AGN in the COSMOS Field and Their Large-Scale Environment']	['Vardoulaki, Eleni', 'Vazza, Franco', 'Jiménez-Andrade, Eric F.', 'Gozaliasl, Ghassem', 'Finoguenov, Alexis', 'Wittor, Denis']	['-', '-', '-', '-', '-', '-']	2021	Galaxies	9	['93']	2021-11-00	2021-11-01T00:00:00Z	['Galax', 'Galax...9']	['2022Galax..10...29L']	1	article	['-', '0000-0002-2821-7928', '-', '-', '-', '-']	['ARTICLE', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Jiménez-Andrade, Eric F.', 85)	('0000-0002-2821-7928', 68)
2021RNAAS...5...89V	['The M<SUB>*</SUB>-M<SUB>halo</SUB> Relation at 0.08 &lt; z &lt; 1.53 in COSMOS: The Role of Active Galactic Nucleus Radio-mode Feedback']	['Vardoulaki, Eleni', 'Gozaliasl, Ghassem', 'Finoguenov, Alexis', 'Jiménez-Andrade, Eric F.', 'COSMOS Team']	['Thüringer Landessternwarte, Sternwarte 5, D-07778, Tautenburg, Germany', 'Department of Physics, University of Helsinki, P. O. Box 64, FI-00014, Helsinki, Finland', 'Department of Physics, University of Helsinki, P. O. Box 64, FI-00014, Helsinki, Finland', 'National Radio Astronomy Observatory, 520 Edgemont Road, VA 22903, Charlottesville, USA', '-']	2021	Research Notes of the American Astronomical Society	5	['89']	2021-04-00	2021-04-01T00:00:00Z	['RNAAS', 'RNAAS...5']	['2021Galax...9...93V']	1	article		['ARTICLE', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'PUB_OPENACCESS']	('Jiménez-Andrade, Eric F.', 85)	
2021ApJ...910..106J	['The VLA Frontier Field Survey: A Comparison of the Radio and UV/Optical Size of 0.3 ≲ z ≲ 3 Star-forming Galaxies']	['Jiménez-Andrade, E. F.', 'Murphy, E. J.', 'Heywood, I.', 'Smail, I.', 'Penner, K.', 'Momjian, E.', 'Dickinson, M.', 'Armus, L.', 'Lazio, T. J. W.']	['National Radio Astronomy Observatory, 520 Edgemont Road, Charlottesville, VA 22903, USA', 'National Radio Astronomy Observatory, 520 Edgemont Road, Charlottesville, VA 22903, USA', 'Astrophysics, Department of Physics,University of Oxford, Keble Road, Oxford, OX1 3RH, UK; Department of Physics and Electronics, Rhodes University, P.O. Box 94, Makhanda, 6140, South Africa; South African Radio Astronomy Observatory, 2 Fir Street, Observatory, 7925, South Africa', 'Centre for Extragalactic Astronomy, Department of Physics, Durham University, South Road, Durham DH1 3LE, UK', 'National Radio Astronomy Observatory, 520 Edgemont Road, Charlottesville, VA 22903, USA', 'National Radio Astronomy Observatory, P.O. Box O, Socorro, NM 87801, USA', 'National Optical Astronomy Observatories, 950 N Cherry Avenue, Tucson, AZ 85719, USA', 'Infrared Processing and Analysis Center, MC 314-6, 1200 E. California Boulevard, Pasadena, CA 91125, USA', 'Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA 91109, USA']	2021	The Astrophysical Journal	910	['106']	2021-04-00	2021-04-01T00:00:00Z	['ApJ', 'ApJ...910']	['2021ApJ...922...17H', '2021MNRAS.508.5217P', '2022A&A...658A..43G', '2022A&A...659A.196G', '2022A&A...660A.142W', '2022ApJ...924...76A', '2022ApJ...934...64A', '2022MNRAS.514.2614C']	8	article	['-', '0000-0001-7089-7325', '-', '0000-0003-3037-257X', '-', '-', '0000-0001-5414-5131', '-', '-']	['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Jiménez-Andrade, E. F.', 86)	('0000-0003-3037-257X', 68)
2021ApJ...910..105H	['The VLA Frontier Fields Survey: Deep, High-resolution Radio Imaging of the MACS Lensing Clusters at 3 and 6 GHz']	['Heywood, I.', 'Murphy, E. J.', 'Jiménez-Andrade, E. F.', 'Armus, L.', 'Cotton, W. D.', 'DeCoursey, C.', 'Dickinson, M.', 'Lazio, T. J. W.', 'Momjian, E.', 'Penner, K.', 'Smail, I.', 'Smirnov, O. M.']	['Astrophysics, Department of Physics, University of Oxford, Keble Road, Oxford, OX1 3RH, UK; Department of Physics and Electronics, Rhodes University, P.O. Box 94, Makhanda, 6140, South Africa; South African Radio Astronomy Observatory, 2 Fir Street, Observatory, 7925, South Africa', 'National Radio Astronomy Observatory, 520 Edgemont Road, Charlottesville, VA 22903, USA', 'National Radio Astronomy Observatory, 520 Edgemont Road, Charlottesville, VA 22903, USA', 'Infrared Processing and Analysis Center, MC 314-6, 1200 E. California Boulevard, Pasadena, CA 91125, USA', 'South African Radio Astronomy Observatory, 2 Fir Street, Observatory, 7925, South Africa; National Radio Astronomy Observatory, 520 Edgemont Road, Charlottesville, VA 22903, USA', 'National Radio Astronomy Observatory, 520 Edgemont Road, Charlottesville, VA 22903, USA; Department of Astronomy, Bryant Space Science Center, 1772 Stadium Road, Gainesville, FL 32611, USA', 'National Optical Astronomy Observatories, 950 N Cherry Avenue, Tucson, AZ 85719, USA', 'Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA 91109, USA', 'National Radio Astronomy Observatory, P.O. Box O, Socorro, NM 87801, USA', 'National Radio Astronomy Observatory, 520 Edgemont Road, Charlottesville, VA 22903, USA', 'Centre for Extragalactic Astronomy, Department of Physics, Durham University, South Road, Durham DH1 3LE, UK', 'Department of Physics and Electronics, Rhodes University, P.O. Box 94, Makhanda, 6140, South Africa; South African Radio Astronomy Observatory, 2 Fir Street, Observatory, 7925, South Africa']	2021	The Astrophysical Journal	910	['105']	2021-04-00	2021-04-01T00:00:00Z	['ApJ', 'ApJ...910']	['2021ApJ...910..106J', '2021MNRAS.508.4625H', '2022AJ....163...59D', '2022ApJ...926..155S', '2022MNRAS.509.2150H']	5	article	['-', '0000-0001-7089-7325', '-', '-', '-', '-', '0000-0001-5414-5131', '-', '-', '-', '-', '-']	['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Jiménez-Andrade, E. F.', 86)	('0000-0001-5414-5131', 68)
2021ApJ...908...95H	['Turbulent Gas in Lensed Planck-selected Starbursts at z ∼ 1-3.5']	['Harrington, Kevin C.', 'Weiss, Axel', 'Yun, Min S.', 'Magnelli, Benjamin', 'Sharon, C. E.', 'Leung, T. K. D.', 'Vishwas, A.', 'Wang, Q. D.', 'Frayer, D. T.', 'Jiménez-Andrade, E. F.', 'Liu, D.', 'García, P.', 'Romano-Díaz, E.', 'Frye, B. L.', 'Jarugula, S.', 'Bădescu, T.', 'Berman, D.', 'Dannerbauer, H.', 'Díaz-Sánchez, A.', 'Grassitelli, L.', 'Kamieneski, P.', 'Kim, W. J.', 'Kirkpatrick, A.', 'Lowenthal, J. D.', 'Messias, H.', 'Puschnig, J.', 'Stacey, G. J.', 'Torne, P.', 'Bertoldi, F.']	['International Max Planck Research School of Astronomy and Astrophysics in Bonn and Cologne.; Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany; European Southern Observatory, Alonso de Córdova 3107, Vitacura, Casilla 19001, Santiago de Chile, Chile', 'Max-Planck-Institut für Radioastronomie, Auf dem Hügel 69, D-53121 Bonn, Germany', 'Department of Astronomy, University of Massachusetts, 619E LGRT, 710 N. Pleasant Street, Amherst, MA 01003, USA', 'Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany', 'Yale-NUS College, 16 College Avenue West 01-220, 138527 Singapore', 'Center for Computational Astrophysics, Flatiron Institute, 162 Fifth Avenue, New York, NY 10010, USA', 'Department of Astronomy, Cornell University, Space Sciences Building, Ithaca, NY 14853, USA', 'Department of Astronomy, University of Massachusetts, 619E LGRT, 710 N. Pleasant Street, Amherst, MA 01003, USA', 'Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany; National Radio Astronomy Observatory, 520 Edgemont Road, Charlottesville, VA 22903, USA', 'Green Bank Observatory, 155 Observatory Road, Green Bank, WV 24944, USA', 'Max-Planck-Institut für Astronomie, Königstuhl 17, D-69117 Heidelberg, Germany', 'National Astronomical Observatory of China-NAOC, Camino el Observatorio 1515, Santiago, Chile; Universidad Católica del Norte, Avenue. Angamos 0610, Antofagasta, Chile', 'Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany', 'Department of Astronomy/Steward Observatory, 933 North Cherry Avenue, University of Arizona, Tucson, AZ 85721, USA', 'Department of Astronomy, University of Illinois at Urbana-Champaign, 1002 West Green Street, Urbana, IL 61801, USA', 'Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany', 'Department of Astronomy, University of Massachusetts, 619E LGRT, 710 N. Pleasant Street, Amherst, MA 01003, USA', 'Instituto de Astrofísica de Canarias (IAC), E-38205 La Laguna, Tenerife, Spain; Universidad de La Laguna Dpto. Astrofísica, E-38206 La Laguna, Tenerife, Spain', 'Departamento Física Aplicada, Universidad Politécnica de Cartagena, Campus Muralla del Mar, E-30202 Cartagena, Murcia, Spain', 'Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany', 'Department of Astronomy, University of Massachusetts, 619E LGRT, 710 N. Pleasant Street, Amherst, MA 01003, USA', 'Instituto de Radioastronomía Milimétrica (IRAM), Avda. Divina Pastora 7, Local 20, E-18012 Granada, Spain', 'Department of Physics &amp; Astronomy, University of Kansas, Lawrence, KS 66045, USA', 'Department of Astronomy, Smith College, Northampton, MA 01063, USA', 'European Southern Observatory, Alonso de Córdova 3107, Vitacura, Casilla 19001, Santiago de Chile, Chile; Joint ALMA Observatory Alonso de Córdova 3107, Vitacura 763-0355 Santiago, Chile', 'Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany', 'Department of Astronomy, Cornell University, Space Sciences Building, Ithaca, NY 14853, USA', 'Instituto de Radioastronomía Milimétrica (IRAM), Avda. Divina Pastora 7, Local 20, E-18012 Granada, Spain', 'Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany']	2021	The Astrophysical Journal	908	['95']	2021-02-00	2021-02-01T00:00:00Z	['ApJ', 'ApJ...908']	['2021A&A...653A.151T', '2021A&A...654A.165V', '2021ApJ...909...56L', '2021ApJ...919...48D', '2021ApJ...921...97J', '2021ApJ...922..147H', '2021ApJ...922L..30W', '2021ApJ...923L..27S', '2021MNRAS.507.1434H', '2022A&A...657L..15H', '2022A&A...659A.196G', '2022A&A...663A..22G', '2022ApJ...929...41L', '2022ApJ...930...35F', '2022ApJ...932...85P', '2022ApJ...933..242Z', '2022JLTP..tmp...95R', '2022MNRAS.510..725P', '2022MNRAS.511.1462M', '2022MNRAS.511.3017U', '2022MNRAS.512.2426M', '2022MNRAS.514.2346K', '2022MNRAS.515..678B', '2022MNRAS.515.3911B', '2022MNRAS.tmp.1998D', '2022arXiv220706967R', '2022arXiv220804335P']	27	article	['-', '0000-0003-4678-3939', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '0000-0001-9394-6732', '-', '-', '-', '-', '-', '-', '-', '-']	['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Jiménez-Andrade, E. F.', 86)	('0000-0003-4678-3939', 63)
2020ApJ...890..171J	['The Redshift and Star Formation Mode of AzTEC2: A Pair of Massive Galaxies at z = 4.63']	['Jiménez-Andrade, E. F.', 'Zavala, J. A.', 'Magnelli, B.', 'Casey, C. M.', 'Liu, D.', 'Romano-Díaz, E.', 'Schinnerer, E.', 'Harrington, K.', 'Aretxaga, I.', 'Karim, A.', 'Staguhn, J.', 'Burnham, A. D.', 'Montaña, A.', 'Smolčić, V.', 'Yun, M.', 'Bertoldi, F.', 'Hughes, D.']	['National Radio Astronomy Observatory, 520 Edgemont Road, Charlottesville, VA 22903, USA; Argelander Institute for Astronomy, University of Bonn, Auf dem Hügel 71, D-53121 Bonn, Germany;', 'Department of Astronomy, The University of Texas at Austin, 2515 Speedway Blvd Stop C1400, Austin, TX 78712, USA;', 'Argelander Institute for Astronomy, University of Bonn, Auf dem Hügel 71, D-53121 Bonn, Germany;', 'Department of Astronomy, The University of Texas at Austin, 2515 Speedway Blvd Stop C1400, Austin, TX 78712, USA;', 'Max Planck Institut für Astronomie, Königstuhl 17, D-69117, Heidelberg, Germany;', 'Argelander Institute for Astronomy, University of Bonn, Auf dem Hügel 71, D-53121 Bonn, Germany;', 'Max Planck Institut für Astronomie, Königstuhl 17, D-69117, Heidelberg, Germany;', 'Argelander Institute for Astronomy, University of Bonn, Auf dem Hügel 71, D-53121 Bonn, Germany;', 'Instituto Nacional de Astrofísica, Óptica y Electrónica (INAOE), Luis Enrique Erro 1, Sta. Ma. Tonantzintla, Puebla, MÉxico;', 'Argelander Institute for Astronomy, University of Bonn, Auf dem Hügel 71, D-53121 Bonn, Germany;', 'The Henry A. Rowland Department of Physics and Astronomy, Johns Hopkins University, 3400 North Charles Street, Baltimore, MD 21218, USA; Observational Cosmology Lab, Code 665, NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA;', 'Department of Astronomy, The University of Texas at Austin, 2515 Speedway Blvd Stop C1400, Austin, TX 78712, USA', 'CONACyT - Instituto Nacional de Astrofísica, Óptica y Electrónica, Luis E. Erro 1, Tonantzintla, Puebla, MÉxico;', 'Faculty of Science, University of Zagreb, Bijenička c. 32, 10002 Zagreb, Croatia', 'Department of Astronomy, University of Massachusetts, Amherst, MA 01003, USA;', 'Argelander Institute for Astronomy, University of Bonn, Auf dem Hügel 71, D-53121 Bonn, Germany;', 'Instituto Nacional de Astrofísica, Óptica y Electrónica (INAOE), Luis Enrique Erro 1, Sta. Ma. Tonantzintla, Puebla, MÉxico']	2020	The Astrophysical Journal	890	['171']	2020-02-00	2020-02-01T00:00:00Z	['ApJ', 'ApJ...890']	['2020A&A...640L...8U', '2020ApJ...897L..42J', '2020ApJ...900...68C', '2020MNRAS.495.3409S', '2021A&A...647A.194F', '2021ApJ...907..122M', '2021ApJ...908...95H', '2021ApJ...908..192S', '2021ApJ...910...89B', '2021ApJ...917...94M', '2021ApJ...923..215C', '2021IAUS..359....3N', '2021MNRAS.505.5260M', '2021RNAAS...5...15Z', '2022ApJ...925...23M', '2022ApJ...929..159C']	16	article	['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']	['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Jiménez-Andrade, E. F.', 86)	('-', 0)
2020MNRAS.491.4724F	['A3COSMOS: the dust attenuation of star-forming galaxies at z = 2.5-4.0 from the COSMOS-ALMA archive']	['Fudamoto, Yoshinobu', 'Oesch, P. A.', 'Magnelli, B.', 'Schinnerer, E.', 'Liu, D.', 'Lang, P.', 'Jiménez-Andrade, E. F.', 'Groves, B.', 'Leslie, S.', 'Sargent, M. T.']	['Department of Astronomy, University of Geneva, 51 Ch. des Maillettes, 1290 Versoix, Switzerland', 'Department of Astronomy, University of Geneva, 51 Ch. des Maillettes, 1290 Versoix, Switzerland; International Associate, Cosmic Dawn Center (DAWN), 2100 Copenhagen, Denmark', 'Argelander-Institut für Astronomie, Universität Bonn, Auf dem Hügel 71, D-53121 Bonn, Germany', 'Max Planck Institute for Astronomy, Königstuhl 17, D-69117 Heidelberg, Germany', 'Max Planck Institute for Astronomy, Königstuhl 17, D-69117 Heidelberg, Germany', 'Max Planck Institute for Astronomy, Königstuhl 17, D-69117 Heidelberg, Germany', 'Argelander-Institut für Astronomie, Universität Bonn, Auf dem Hügel 71, D-53121 Bonn, Germany', 'Research School of Astronomy &amp; Astrophysics, Australian National University, Mt. Stromlo Observatory, Cotter Rd, Weston Creek, ACT 2611, Australia', 'Max Planck Institute for Astronomy, Königstuhl 17, D-69117 Heidelberg, Germany', 'Astronomy Centre, Department of Physics and Astronomy, University of Sussex, Brighton BN1 9QH, UK']	2020	Monthly Notices of the Royal Astronomical Society	491	['4724']	2020-02-00	2020-02-01T00:00:00Z	['MNRAS', 'MNRAS.491']	['2020A&A...643A...4F', '2020ApJ...899..117S', '2020ApJ...902..112B', '2020ApJ...903L..28S', '2020MNRAS.497.2771M', '2020MNRAS.497.4773S', '2020PASJ...72...69Y', '2020RSOS....700556H', '2021A&A...646L..10P', '2021ApJ...913...37C', '2021MNRAS.502.3210L', '2022A&A...663A..50B', '2022A&A...663A.172M', '2022ApJ...926..145S', '2022ApJ...928...31S', '2022ApJ...928...68S', '2022MNRAS.510.2061R', '2022MNRAS.510.5088B', '2022MNRAS.513.3122S', '2022MNRAS.514.1886S', '2022arXiv220601879F', '2022arXiv220614908G']	22	article	['-', '0000-0001-5851-6649', '-', '-', '-', '-', '-', '-', '-', '-']	['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'REFEREED']	('Jiménez-Andrade, E. F.', 86)	('0000-0001-5851-6649', 63)
2019MNRAS.489.4049H	['A young and obscured AGN embedded in the giant radio galaxy Mrk 1498']	['Hernández-García, L.', 'Panessa, F.', 'Bassani, L.', 'Bruni, G.', 'Ursini, F.', 'Chavushyan, V.', 'González-Martín, O.', 'Cazzoli, S.', 'Jiménez-Andrade, E. F.', 'Arévalo, P.', 'Díaz, Y.', 'Bazzano, A.', 'Ubertini, P.']	['Instituto de Física y Astronomía, Facultad de Ciencias, Universidad de Valparaíso, Gran Bretaña 1111, Playa Ancha, Valparaíso, Chile', 'INAF - Istituto di Astrofisica e Planetologia Spaziali (IAPS-INAF), Via del Fosso del Cavaliere 100, I-00133 Roma, Italy', 'INAF-Osservatorio di astrofisica e scienza dello spazio di Bologna, Via Piero Gobetti 93/3, I-40129 Bologna, Italy', 'INAF - Istituto di Astrofisica e Planetologia Spaziali (IAPS-INAF), Via del Fosso del Cavaliere 100, I-00133 Roma, Italy', 'INAF-Osservatorio di astrofisica e scienza dello spazio di Bologna, Via Piero Gobetti 93/3, I-40129 Bologna, Italy', 'Instituto Nacional de Astrofísica, Optica y Electrónica, Apartado Postal 51-216, 72000 Puebla, Mexico', 'Instituto de Radioastronomía y Astrofísica (IRyA-UNAM), 3-72 (Xangari), 8701 Morelia, Mexico', 'Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía, s/n, E-18008 Granada, Spain', 'Argelander Institute for Astronomy, University of Bonn, Auf dem Hügel 71, D-53121 Bonn, Germany; International Max Planck Research School of Astronomy and Astrophysics at the Universities of Bonn and Cologne, Auf demHgel 69, D-53121 Bonn, Germany', 'Instituto de Física y Astronomía, Facultad de Ciencias, Universidad de Valparaíso, Gran Bretaña 1111, Playa Ancha, Valparaíso, Chile', 'Instituto de Física y Astronomía, Facultad de Ciencias, Universidad de Valparaíso, Gran Bretaña 1111, Playa Ancha, Valparaíso, Chile', 'INAF - Istituto di Astrofisica e Planetologia Spaziali (IAPS-INAF), Via del Fosso del Cavaliere 100, I-00133 Roma, Italy', 'INAF - Istituto di Astrofisica e Planetologia Spaziali (IAPS-INAF), Via del Fosso del Cavaliere 100, I-00133 Roma, Italy']	2019	Monthly Notices of the Royal Astronomical Society	489	['4049']	2019-11-00	2019-11-01T00:00:00Z	['MNRAS', 'MNRAS.489']	['2020ApJ...901..111K', '2020ApJ...905...29E', '2020MNRAS.493.3656C', '2020MNRAS.494..902B', '2021ApJ...920...62N', '2021MNRAS.503.4681B', '2022A&A...664A.135C']	7	article	['-', '-', '-', '0000-0002-5182-6289', '-', '-', '-', '-', '-', '-', '-', '0000-0002-2017-4396', '0000-0003-0601-0261']	['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'REFEREED']	('Jiménez-Andrade, E. F.', 86)	('0000-0002-2017-4396', 74)
2019MNRAS.488.1489H	"[""The `Red Radio Ring': ionized and molecular gas in a starburst/active galactic nucleus at z ∼ 2.55""]"	['Harrington, Kevin C.', 'Vishwas, A.', 'Weiß, A.', 'Magnelli, B.', 'Grassitelli, L.', 'Zajaček, M.', 'Jiménez-Andrade, E. F.', 'Leung, T. K. D.', 'Bertoldi, F.', 'Romano-Díaz, E.', 'Frayer, D. T.', 'Kamieneski, P.', 'Riechers, D.', 'Stacey, G. J.', 'Yun, M. S.', 'Wang, Q. D.']	['Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany; International Max Planck Research School of Astronomy and Astrophysics, D-53121 Bonn, Germany', 'Department of Astronomy, Cornell University, Space Sciences Building, Ithaca, NY 14853, USA', 'Max-Planck-Institut für Radioastronomie (MPIfR), Auf dem Hügel 69, D-53121 Bonn, Germany', 'Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany', 'Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany', 'Max-Planck-Institut für Radioastronomie (MPIfR), Auf dem Hügel 69, D-53121 Bonn, Germany; Center for Theoretical Physics, Polish Academy of Sciences, Al. Lotnikow 32/46, PL-02-668 Warsaw, Poland; I. Physikalisches Institut der Universität zu Köln, Zülpicher Strasse 77, D-50937 Köln, Germany', 'Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany; International Max Planck Research School of Astronomy and Astrophysics, D-53121 Bonn, Germany', 'Department of Astronomy, Cornell University, Space Sciences Building, Ithaca, NY 14853, USA; Center for Computational Astrophysics, Flatiron Institute, 162 Fifth Avenue, New York, NY 10010, USA', 'Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany', 'Argelander Institut für Astronomie, Auf dem Hügel 71, D-53121 Bonn, Germany', 'Green Bank Observatory, 155 Observatory Rd., Green Bank, WV 24944, USA', 'Department of Astronomy, University of Massachusetts, 619E Lederle Grad Research Tower, 710 N. Pleasant Street, Amherst, MA 01003, USA', 'Department of Astronomy, Cornell University, Space Sciences Building, Ithaca, NY 14853, USA; Max-Planck-Institut für Astronomie, Königstuhl 17, D-69117 Heidelberg, Germany', 'Department of Astronomy, Cornell University, Space Sciences Building, Ithaca, NY 14853, USA', 'Department of Astronomy, University of Massachusetts, 619E Lederle Grad Research Tower, 710 N. Pleasant Street, Amherst, MA 01003, USA', 'Department of Astronomy, University of Massachusetts, 619E Lederle Grad Research Tower, 710 N. Pleasant Street, Amherst, MA 01003, USA']	2019	Monthly Notices of the Royal Astronomical Society	488	['1489']	2019-09-00	2019-09-01T00:00:00Z	['MNRAS', 'MNRAS.488']	['2020ApJ...896L..21R', '2020ApJ...898...33C', '2020ApJ...905..152D', '2021A&A...653A.151T', '2021ApJ...908...95H', '2021ApJ...909...56L', '2022ApJ...929...41L', '2022arXiv220511955R', '2022arXiv220909268D']	9	article	['-', '-', '0000-0003-4678-3939', '-', '-', '-', '-', '-', '-', '-', '-', '0000-0001-9394-6732', '-', '-', '-', '-']	['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Jiménez-Andrade, E. F.', 86)	('0000-0003-4678-3939', 63)
