bibcode	title	author	aff	year	pub	volume	page	pubdate	date	bibstem	citation	citation_count	doctype	orcid	property	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match	author_match	orcid_match
21272964	2022ApJ...931L..26R	['Resolving the Collimation Zone of an Intermediate-mass Protostellar Jet']	['Rodríguez-Kamenetzky, Adriana R.', 'Carrasco-González, Carlos', 'Rodríguez, Luis F.', 'Ray, Tom P.', 'Sanna, Alberto', 'Moscadelli, Luca', 'Hoare, Melvin', 'Galván-Madrid, Roberto', 'Shang, Hsien', 'Lizano, Susana', 'Eislöffel, Jochen', 'Lim, Jeremy', 'Torrelles, José M.', 'Ho, Paul', 'Feeney-Johansson, Anton']	"['Instituto de Radioastronomía y Astrofísica (IRyA-UNAM), Morelia, Mexico', 'Instituto de Radioastronomía y Astrofísica (IRyA-UNAM), Morelia, Mexico', 'Instituto de Radioastronomía y Astrofísica (IRyA-UNAM), Morelia, Mexico', 'Dublin Institute for Advanced Studies, Ireland', 'INAF, Osservatorio Astronomico di Cagliari, via della Scienza 5, I-09047, Selargius, Italy; Max-Planck-Institut für Radioastronomie (MPIfR), Bonn, Germany', 'INAF, Osservatorio Astrofisico di Arcetri, Largo E. Fermi 5, I-50125 Firenze, Italy', 'School of Physics and Astronomy, University of Leeds, Leeds, UK', 'Instituto de Radioastronomía y Astrofísica (IRyA-UNAM), Morelia, Mexico', 'Institute of Astronomy and Astrophysics, Academia Sinica, Taipei 10617, Taiwan', 'Instituto de Radioastronomía y Astrofísica (IRyA-UNAM), Morelia, Mexico', 'Thüringer Landessternwarte, Sternwarte 5, D-07778 Tautenburg, Germany', 'Department of Physics, The University of Hong Kong, Pokfulam Road, Hong Kong', ""Institut de Ciències de l'Espai (ICE, CSIC), Can Magrans s/n, E-08193, Cerdanyola del Vallès, Barcelona, Spain; Institut d'Estudis Espacials de Catalunya (IEEC), Barcelona, Spain"", ""Institute of Astronomy and Astrophysics, Academia Sinica, Taipei 10617, Taiwan; East Asian Observatory, 660 N. A'ohōkū Place, Hilo, Hawaii, HI 96720, USA"", 'Dublin Institute for Advanced Studies, Astronomy &amp; Astrophysics Section, 31 Fitzwilliam Place, Dublin, D02 XF86, Ireland; School of Physics, Trinity College Dublin, College Green, Dublin 2, Ireland']"	2022	The Astrophysical Journal	931	['L26']	2022-06-00	2022-06-01T00:00:00Z	['ApJL', 'ApJL..931']		0	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Carrasco-González, Carlos', 98)	
21227214	2022ApJ...930...91D	['The Physical Properties of the SVS 13 Protobinary System: Two Circumstellar Disks and a Spiraling Circumbinary Disk in the Making']	['Diaz-Rodriguez, Ana K.', 'Anglada, Guillem', 'Blázquez-Calero, Guillermo', 'Osorio, Mayra', 'Gómez, José F.', 'Fuller, Gary A.', 'Estalella, Robert', 'Torrelles, José M.', 'Cabrit, Sylvie', 'Rodríguez, Luis F.', 'Lefèvre, Charlène', 'Macías, Enrique', 'Carrasco-González, Carlos', 'Zapata, Luis A.', 'de Gregorio-Monsalvo, Itziar', 'Ho, Paul T. P.']	"['Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía s/n, E-18008 Granada, Spain; UK ALMA Regional Centre Node, Jodrell Bank Centre for Astrophysics, Department of Physics and Astronomy, The University of Manchester, Oxford Road, Manchester M13 9PL, UK;', 'Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía s/n, E-18008 Granada, Spain;', 'Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía s/n, E-18008 Granada, Spain;', 'Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía s/n, E-18008 Granada, Spain;', 'Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía s/n, E-18008 Granada, Spain;', 'Instituto de Astrofísica de Andalucía, CSIC, Glorieta de la Astronomía s/n, E-18008 Granada, Spain; UK ALMA Regional Centre Node, Jodrell Bank Centre for Astrophysics, Department of Physics and Astronomy, The University of Manchester, Oxford Road, Manchester M13 9PL, UK; I. Physikalisches Institut, University of Cologne, Zülpicher Str. 77, D-50937 Köln, Germany;', 'Departament de Física Quàntica i Astrofísica, Institut de Ciències del Cosmos, Universitat de Barcelona, IEEC-UB, Martí i Franquès, 1, E-08028 Barcelona, Spain;', ""Institut de Ciències de l'Espai (ICE, CSIC), Can Magrans s/n, E-08193 Cerdanyola del Vallès, Catalonia, Spain; Institut d'Estudis Espacials de Catalunya (IEEC), E-08034 Barcelona, Catalonia, Spain;"", 'Univ. Grenoble Alpes, CNRS, IPAG, F-38000 Grenoble, France; Observatoire de Paris, PSL University, Sorbonne Université, CNRS, LERMA, F-75014, Paris, France;', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, P.O. Box 3-72, 58090, Morelia, Michoacán, México;', ""Institut de RadioAstronomie Millimétrique (IRAM), 300 rue de la Piscine, F-38406 Saint Martin d'Hères, France;"", 'Joint ALMA Observatory, Alonso de Córdova 3107, Vitacura, Santiago 763-0355, Chile; European Southern Observatory (ESO), Alonso de Córdova 3107, Vitacura, Santiago 763-0355, Chile;', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, P.O. Box 3-72, 58090, Morelia, Michoacán, México;', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, P.O. Box 3-72, 58090, Morelia, Michoacán, México;', 'European Southern Observatory (ESO), Alonso de Córdova 3107, Vitacura, Santiago 763-0355, Chile;', 'Academia Sinica Institute of Astronomy and Astrophysics, P.O. Box 23-141, Taipei 106, Taiwan; East Asian Observatory, Hilo 96720, HI, USA;']"	2022	The Astrophysical Journal	930	['91']	2022-05-00	2022-05-01T00:00:00Z	['ApJ', 'ApJ...930']	['2022A&A...662A.103B', '2022AJ....164..136S', '2022ApJ...928L...3B', '2022arXiv220209285B', '2022arXiv220310066O']	5	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Carrasco-González, Carlos', 98)	
20869365	2021ApJ...923..128M	['The Characterization of the Dust Content in the Ring Around Sz 91: Indications of Planetesimal Formation?']	['Maucó, Karina', 'Carrasco-González, Carlos', 'Schreiber, Matthias R.', 'Sierra, Anibal', 'Olofsson, Johan', 'Bayo, Amelia', 'Caceres, Claudio', 'Canovas, Hector', 'Palau, Aina']	['Instituto de Física y Astronomía, Facultad de Ciencias, Universidad de Valparaíso, Av. Gran Bretaña 1111, 5030 Casilla, Valparaíso, Chile; Núcleo Milenio de Formación Planetaria-NPF, Universidad de Valparaíso, Av. Gran Bretaña 1111, Valparaíso, Chile', 'Instituto de Radioastronomía y Astrofísica-IRyA, Universidad Nacional Autónoma de México, UNAM, campus Morelia, Antigua carretera a Pátzcuaro N°. 8701. Col. Ex Hacienda San José de la Huerta, Morelia, Michoacán, C.P. 58089, México', 'Núcleo Milenio de Formación Planetaria-NPF, Universidad de Valparaíso, Av. Gran Bretaña 1111, Valparaíso, Chile; Universidad Técnica Federico Santa María, UTFSM, Avda. España 1680, Valparaíso, Chile', 'Universidad de Chile, Departamento de Astronomía, Camino El Observatorio 1515, Las Condes, Santiago, Chile', 'Instituto de Física y Astronomía, Facultad de Ciencias, Universidad de Valparaíso, Av. Gran Bretaña 1111, 5030 Casilla, Valparaíso, Chile; Núcleo Milenio de Formación Planetaria-NPF, Universidad de Valparaíso, Av. Gran Bretaña 1111, Valparaíso, Chile', 'Instituto de Física y Astronomía, Facultad de Ciencias, Universidad de Valparaíso, Av. Gran Bretaña 1111, 5030 Casilla, Valparaíso, Chile; Núcleo Milenio de Formación Planetaria-NPF, Universidad de Valparaíso, Av. Gran Bretaña 1111, Valparaíso, Chile', 'Departamento de Ciencias Fisicas, Facultad de Ciencias Exactas, Universidad Andres Bello, Av. Fernandez Concha 700, Las Condes, Santiago, Chile; Núcleo Milenio Formación Planetaria-NPF, Universidad de Valparaíso, Av. Gran Bretaña 1111, Valparaíso, Chile', 'Telespazio UK for the European Space Agency (ESA), European Space Astronomy Centre (ESAC), Camino Bajo del Castillo s/n, E-28692 Villanueva de la Cañada, Madrid, Spain', 'Instituto de Radioastronomía y Astrofísica-IRyA, Universidad Nacional Autónoma de México, UNAM, campus Morelia, Antigua carretera a Pátzcuaro N°. 8701. Col. Ex Hacienda San José de la Huerta, Morelia, Michoacán, C.P. 58089, México']	2021	The Astrophysical Journal	923	['128']	2021-12-00	2021-12-01T00:00:00Z	['ApJ', 'ApJ...923']	['2022ApJ...932..114L', '2022arXiv220502334H', '2022arXiv220808451S']	3	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'REFEREED']	('Carrasco-González, Carlos', 98)	
20855528	2021ApJ...923L...5P	"[""Reading M87's DNA: A Double Helix Revealing a Large-scale Helical Magnetic Field""]"	"['Pasetto, Alice', 'Carrasco-González, Carlos', 'Gómez, José L.', 'Martí, José-Maria', 'Perucho, Manel', ""O'Sullivan, Shane P."", 'Anderson, Craig', 'Díaz-González, Daniel Jacobo', 'Fuentes, Antonio', 'Wardle, John']"	"['Instituto de Radioastronomía y Astrofísica (IRyA-UNAM), 3-72 (Xangari), 8701, Morelia, Mexico', 'Instituto de Radioastronomía y Astrofísica (IRyA-UNAM), 3-72 (Xangari), 8701, Morelia, Mexico', 'Instituto de Astrofísica de Andalucía (IAA-CSIC), Glorieta de la Astronomía s/n, E-18008 Granada, Spain', ""Departament d'Astronomia i Astrofísica, Universitat de València, E-46100 Burjassot (València), Spain; Observatori Astronòmic, Universitat de València, E-46980 Paterna (València), Spain"", ""Departament d'Astronomia i Astrofísica, Universitat de València, E-46100 Burjassot (València), Spain; Observatori Astronòmic, Universitat de València, E-46980 Paterna (València), Spain"", 'School of Physical Sciences and Centre for Astrophysics &amp; Relativity, Dublin City University, Glasnevin, D09 W6Y4, Ireland', 'Jansky Fellow of the National Radio Astronomy Observatory, 1003 Lopezville Road, Socorro, NM 87801 USA; CSIRO Astronomy and Space Science, P.O. Box 1130, Bentley, WA 6102, Australia; ATNF, CSIRO Astronomy and Space Science, P.O. Box 76, Epping, NSW 1710, Australia', 'Instituto de Radioastronomía y Astrofísica (IRyA-UNAM), 3-72 (Xangari), 8701, Morelia, Mexico', 'Instituto de Astrofísica de Andalucía (IAA-CSIC), Glorieta de la Astronomía s/n, E-18008 Granada, Spain', 'Physics Department, Brandeis University, Waltham, MA 02453, USA']"	2021	The Astrophysical Journal	923	['L5']	2021-12-00	2021-12-01T00:00:00Z	['ApJL', 'ApJL..923']	['2022arXiv220605803S']	1	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Carrasco-González, Carlos', 98)	
20817512	2021ApJ...922...66R	['Discovery of a Highly Collimated Flow from the High-mass Protostar ISOSS J23053+5953 SMM2']	['Rodríguez, Tatiana M.', 'Hofner, Peter', 'Araya, Esteban D.', 'Zhang, Qizhou', 'Linz, Hendrik', 'Kurtz, Stanley', 'Gomez, Laura', 'Carrasco-González, Carlos', 'Rosero, Viviana']	['Physics Department, New Mexico Tech, 801 Leroy Place, Socorro, NM 87801, USA', 'Physics Department, New Mexico Tech, 801 Leroy Place, Socorro, NM 87801, USA; Adjunct Astronomer at the National Radio Astronomy Observatory, 1003 Lopezville Road, Socorro, NM 87801, USA', 'Physics Department, Western Illinois University, 1 University Circle, Macomb, IL 61455, USA', 'Center for Astrophysics-Harvard &amp; Smithsonian, 60 Garden Street, Cambridge, MA 02138, USA', 'Max-Planck-Institut für Astronomie, Königstuhl 17, D-69117 Heidelberg, Germany', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 72-3 (Xangari), Morelia, Michoacán 58089, Mexico', 'Joint ALMA Observatory, Alonso de Córdova 3107, Vitacura, Santiago, Chile', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 72-3 (Xangari), Morelia, Michoacán 58089, Mexico', 'National Radio Astronomy Observatory, 1003 Lopezville Road, Socorro, NM 87801, USA']	2021	The Astrophysical Journal	922	['66']	2021-11-00	2021-11-01T00:00:00Z	['ApJ', 'ApJ...922']	['2022A&A...657A...3G', '2022ApJ...936...80S']	2	article		['ARTICLE', 'DATA', 'ESOURCE', 'REFEREED']	('Carrasco-González, Carlos', 98)	
20253691	2021ApJ...914L...1C	['Zooming into the Collimation Zone in a Massive Protostellar Jet']	['Carrasco-González, Carlos', 'Sanna, Alberto', 'Rodríguez-Kamenetzky, Adriana', 'Moscadelli, Luca', 'Hoare, Melvin', 'Torrelles, José M.', 'Galván-Madrid, Roberto', 'Izquierdo, Andrés F.']	"['Instituto de Radioastronomía y Astrofísica (IRyA-UNAM), Morelia, Mexico', 'INAF—Osservatorio Astronomico di Cagliari, Selargius, Italy; Max-Planck-Institut für Radioastronomie (MPIfR), Bonn, Germany', 'Instituto de Radioastronomía y Astrofísica (IRyA-UNAM), Morelia, Mexico', 'INAF—Osservatorio Astrofisico di Arcetri, Firenze, Italy', 'School of Physics &amp; Astronomy, University of Leeds, Leeds, UK', ""Institut de Ciències de l'Espai (ICE, CSIC), Barcelona, Spain; Institut d'Estudis Espacials de Catalunya (IEEC), Barcelona, Spain"", 'Instituto de Radioastronomía y Astrofísica (IRyA-UNAM), Morelia, Mexico', 'European Southern Observatory, Garching, Germany; Leiden Observatory, Leiden University, Leiden, The Netherlands']"	2021	The Astrophysical Journal	914	['L1']	2021-06-00	2021-06-01T00:00:00Z	['ApJL', 'ApJL..914']	['2022A&A...659A...5Y', '2022A&A...663A.123D', '2022ApJ...931L..26R']	3	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Carrasco-González, Carlos', 98)	
20224438	2021ApJ...913..117U	['Impact of Differential Dust Settling on the SED and Polarization: Application to the Inner Region of the HL Tau Disk']	['Ueda, Takahiro', 'Kataoka, Akimasa', 'Zhang, Shangjia', 'Zhu, Zhaohuan', 'Carrasco-González, Carlos', 'Sierra, Anibal']	['National Astronomical Observatory of Japan, Osawa 2-21-1, Mitaka, Tokyo 181-8588, Japan', 'National Astronomical Observatory of Japan, Osawa 2-21-1, Mitaka, Tokyo 181-8588, Japan', 'Department of Physics and Astronomy, University of Nevada, Las Vegas, 4505 S. Maryland Pkwy., Las Vegas, NV 89154, USA', 'Department of Physics and Astronomy, University of Nevada, Las Vegas, 4505 S. Maryland Pkwy., Las Vegas, NV 89154, USA', 'Instituto de Radioastronomía y Astrofísica (IRyA), Universidad Nacional Autónoma de México (UNAM), Mexico', 'Departamento de Astronomía, Universidad de Chile, Camino El Observatorio 1515, Las Condes, Santiago, Chile']	2021	The Astrophysical Journal	913	['117']	2021-06-00	2021-06-01T00:00:00Z	['ApJ', 'ApJ...913']	['2021A&A...651L...2O', '2022ApJ...930...56U', '2022MNRAS.510.6059S', '2022MNRAS.512.3922L', '2022arXiv220309528P', '2022arXiv220309818M']	6	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Carrasco-González, Carlos', 98)	
20011155	2021A&A...648A..33M	['Characterizing the dust content of disk substructures in TW Hydrae']	['Macías, E.', 'Guerra-Alvarado, O.', 'Carrasco-González, C.', 'Ribas, Á.', 'Espaillat, C. C.', 'Huang, J.', 'Andrews, S. M.']	['Joint ALMA Observatory, Avenida Alonso de Córdova 3107, Vitacura, Santiago, Chile ; European Southern Observatory, Avenida Alonso de Córdova 3107, Vitacura, Santiago, Chile', 'Instituto de Radioastronomía y Astrofísica, UNAM, Apartado Postal 3-72, 58089, Morelia Michoacán, México', 'Instituto de Radioastronomía y Astrofísica, UNAM, Apartado Postal 3-72, 58089, Morelia Michoacán, México', 'European Southern Observatory, Avenida Alonso de Córdova 3107, Vitacura, Santiago, Chile', 'Institute for Astrophysical Research, Department of Astronomy, Boston University, 725 Commonwealth Avenue, Boston, MA, 02215, USA', 'NHFP Sagan Fellow, Department of Astronomy, University of Michigan, 323 West Hall, 1085 S. University Avenue, Ann Arbor, MI, 48109, USA', 'Harvard-Smithsonian Center for Astrophysics, 60 Garden Street, Cambridge, MA, 02138, USA']	2021	Astronomy and Astrophysics	648	['A33']	2021-04-00	2021-04-01T00:00:00Z	['A&A', 'A&A...648']	['2021A&A...651L...2O', '2021ApJ...913..123G', '2021ApJ...914..113N', '2021ApJ...914L..27V', '2021ApJ...914L..38U', '2021ApJ...916...51A', '2021ApJ...922..139T', '2021ApJ...923..128M', '2021ApJS..257...14S', '2021MNRAS.506.2804T', '2022A&A...661A..53V', '2022A&A...664A.137G', '2022ApJ...925...49R', '2022ApJ...928...49T', '2022ApJ...930...11V', '2022ApJ...930...56U', '2022ApJ...930..144T', '2022ApJ...932...82S', '2022ApJ...936...42E', '2022ApJ...936..163T', '2022ApJ...937L..14Y', '2022MNRAS.512.3922L', '2022MNRAS.514.6053J', '2022MNRAS.515L..23I', '2022PASJ...74..828O', '2022arXiv220309818M', '2022arXiv220404404Z', '2022arXiv220808451S']	28	article		['ARTICLE', 'ASSOCIATED', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Carrasco-González, C.', 86)	
19974657	2021RNAAS...5...70R	['A Highly Collimated Flow from the High-mass Protostar ISOSS J23053+5953 SMM2']	['Rodríguez, Tatiana M.', 'Hofner, Peter', 'Araya, Esteban', 'Zhang, Qizhou', 'Linz, Hendrik', 'Cesaroni, Riccardo', 'Kurtz, Stan', 'Gomez, Laura', 'Carrasco-González, Carlos', 'Rosero, Viviana']	['Physics Department, New Mexico Tech, 801 Leroy Pl., Socorro, NM 87801, USA', 'Physics Department, New Mexico Tech, 801 Leroy Pl., Socorro, NM 87801, USA; Adjunct Astronomer at the National Radio Astronomy Observatory, 1003 Lopezville Road, Socorro, NM 87801, USA', 'Physics Department, Western Illinois University, 1 University Circle, Macomb, IL 61455, USA', 'Center for Astrophysics-Harvard Smithsonian, 60 Garden Street, Cambridge, MA 02138, USA', 'Max-Planck-Institut für Astronomie, Königstuhl 17, D-69117 Heidelberg, Germany', 'INAF, Osservatorio Astrofisico di Arcetri, Largo E. Fermi 5, I-50125 Firenze, Italy', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 72-3 (Xangari), Morelia, Michoacán 58089, Mexico', 'Joint ALMA Observatory, Alonso de Córdova 3107, Vitacura, Santiago, Chile', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 72-3 (Xangari), Morelia, Michoacán 58089, Mexico', 'National Radio Astronomy Observatory, 1003 Lopezville Rd., Socorro, NM 87801, USA']	2021	Research Notes of the American Astronomical Society	5	['70']	2021-04-00	2021-04-01T00:00:00Z	['RNAAS', 'RNAAS...5']		0	article		['ARTICLE', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'PUB_OPENACCESS']	('Carrasco-González, Carlos', 98)	
19327185	2020ApJ...900L...3R	['A Radio Pinwheel Emanating from WR 147']	['Rodríguez, Luis F.', 'Arthur, Jane', 'Montes, Gabriela', 'Carrasco-González, Carlos', 'Toalá, Jesús A.']	['Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72 (Xangari), 58089 Morelia, Michoacán, México; Mesoamerican Center for Theoretical Physics, Universidad Autónoma de Chiapas, Carretera Emiliano Zapata Km. 4, Real del Bosque (Terán), 29050 Tuxtla Gutiérrez, Chiapas, México', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72 (Xangari), 58089 Morelia, Michoacán, México', 'Unaffiliated', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72 (Xangari), 58089 Morelia, Michoacán, México', 'Instituto de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72 (Xangari), 58089 Morelia, Michoacán, México']	2020	The Astrophysical Journal	900	['L3']	2020-09-00	2020-09-01T00:00:00Z	['ApJL', 'ApJL..900']	['2022ApJ...933....5I', '2022MNRAS.509.2532C']	2	article		['ARTICLE', 'ASSOCIATED', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Carrasco-González, Carlos', 98)	
