06 2021yCat..18990162W ('', False) (62, False) ('', False) ['Chavez, R. G.', 62] ['Wee, J.', 'Blagorodnova, N.', 'Penprase, B. E.', 'Facey, J. P.', 'Morioka, T.', 'Corbett, H.', 'Barlow, B. N.', 'Kupfer, T.', 'Law, N. M.', 'Ratzloff, J. K.', 'Howard, W. S.', 'Chavez, R. G.', 'Glazier, A.', 'Soto, A. V.', 'Horiuchi, T.'] ['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']
06 1998LPI....29.1821H ('', False) (62, False) ('', False) ['Chavez, R. E.', 62] ['Hildebrand, A. R.', 'Pilkington, M.', 'Halpenny, J.', 'Cooper, R.', 'Connors, M.', 'Ortiz-Aleman, C.', 'Chavez, R. E.', 'Urrutia-Fucugauchi, J.', 'Graniel-Castro, E.', 'Camara-Zi, A.', 'Buffler, R. T.'] ['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']
06 1996GeoJI.127...11C ('', False) (62, False) ('', False) ['Chavez, R. E.', 62] ['Connors, M.', 'Hildebrand, A. R.', 'Pilkington, M.', 'Ortiz-Aleman, C.', 'Chavez, R. E.', 'Urrutia-Fucugauchi, J.', 'Graniel-Castro, E.', 'Camara-Zi, A.', 'Vasquez, J.', 'Halpenny, J. F.'] ['-', '-', '-', '-', '-', '-', '-', '-', '-', '-']
06 1995Metic..30Q.519H ('', False) (62, False) ('', False) ['Chavez, R. E.', 62] ['Hildebrand, A. R.', 'Pilkington, M.', 'Halpenny, J. F.', 'Ortiz-Aleman, C.', 'Chavez, R. E.', 'Urrutia-Fucugauchi, J.', 'Connors, M.', 'Graniel-Castro, E.', 'Camara-Zi, A.', 'Vasquez, J.'] ['Geophysics Division, Geological Survey of Canada, One Observatory Crescent, Bldg. 3, Ottawa, Ontario K1A 0Y3 CANADA', 'Geophysics Division, Geological Survey of Canada, One Observatory Crescent, Bldg. 3, Ottawa, Ontario K1A 0Y3 CANADA', 'Geophysics Division, Geological Survey of Canada, One Observatory Crescent, Bldg. 3, Ottawa, Ontario K1A 0Y3 CANADA', 'Geophysics Division, Geological Survey of Canada, One Observatory Crescent, Bldg. 3, Ottawa, Ontario K1A 0Y3 CANADA', 'Geophysics Division, Geological Survey of Canada, One Observatory Crescent, Bldg. 3, Ottawa, Ontario K1A 0Y3 CANADA', 'Geophysics Division, Geological Survey of Canada, One Observatory Crescent, Bldg. 3, Ottawa, Ontario K1A 0Y3 CANADA', 'Geophysics Division, Geological Survey of Canada, One Observatory Crescent, Bldg. 3, Ottawa, Ontario K1A 0Y3 CANADA', 'Geophysics Division, Geological Survey of Canada, One Observatory Crescent, Bldg. 3, Ottawa, Ontario K1A 0Y3 CANADA', 'Geophysics Division, Geological Survey of Canada, One Observatory Crescent, Bldg. 3, Ottawa, Ontario K1A 0Y3 CANADA', 'Geophysics Division, Geological Survey of Canada, One Observatory Crescent, Bldg. 3, Ottawa, Ontario K1A 0Y3 CANADA']
06 1995Natur.376..415H ('', False) (62, False) ('', False) ['Chavez, R. E.', 62] ['Hildebrand, A. R.', 'Pilkington, M.', 'Connors, M.', 'Ortiz-Aleman, C.', 'Chavez, R. E.'] ['-', '-', '-', '-', '-']
06 1995LPI....26..603H ('', False) (62, False) ('', False) ['Chavez, R. E.', 62] ['Hildebrand, A. R.', 'Pilkington, M.', 'Connors, M.', 'Ortiz-Aleman, C.', 'Chavez, R. E.'] ['-', '-', '-', '-', '-']
08 2019GeCoA.255..289A ('', False) (75, False) ('', False) ['Fritz, J. P.', 75] ['Assis Fernandes, V.', 'Hopp, J.', 'Schwarz, W. H.', 'Fritz, J. P.', 'Trieloff, M.', 'Povenmire, H.'] ['Museum für Naturkunde, Leibniz-Institute for Evolution and Biodiversity Research, Invalidenstraße 43, 10115 Berlin, Germany', 'Klaus-Tschira-Labor für Kosmochemie, Institut für Geowissenschaften, Ruprecht-Karls-Universität Heidelberg, Im Neuenheimer Feld 234-236, 69120 Heidelberg, Germany', 'Klaus-Tschira-Labor für Kosmochemie, Institut für Geowissenschaften, Ruprecht-Karls-Universität Heidelberg, Im Neuenheimer Feld 234-236, 69120 Heidelberg, Germany', 'Saalbau Weltraum Projekt, Liebigstrasse 6, 64646 Heppenheim, Germany', 'Klaus-Tschira-Labor für Kosmochemie, Institut für Geowissenschaften, Ruprecht-Karls-Universität Heidelberg, Im Neuenheimer Feld 234-236, 69120 Heidelberg, Germany', 'Florida Institute of Technology, Melbourne, FL 32901, USA']
08 2014LPICo1800.5337F ('', False) (75, False) ('', False) ['Fritz, J. P.', 75] ['Fritz, J. P.', 'Greshake, A.', 'Fernandes, V. A.', 'Holzwarth, A.'] ['-', '-', '-', '-']
08 2014LPICo1800.5350F ('', False) (75, False) ('', False) ['Fritz, J. P.', 75] ['Fritz, J. P.', 'Mohr-Westheide, T.', 'Reimold, W. U.', 'Schmitt, R. T.', 'Hofmann, A.', 'Koeberl, C.', 'McDonald, I.', 'Luais, B.', 'Tagle, R.', 'Schulz, T.', 'Mader, D.', 'Hoehnel, D.'] ['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']
08 2014LPICo1800.5011F ('', False) (75, False) ('', False) ['Fritz, J. P.', 75] ['Fernandes, V. A.', 'Werner, S. C.', 'Fritz, J. P.'] ['-', '-', '-']
08 2014LPI....45.1274F ('', False) (75, False) ('', False) ['Fritz, J. P.', 75] ['Fernandes, V. A. S. M.', 'Hopp, J.', 'Schwarz, W.', 'Trieloff, M.', 'Reimold, W. U.', 'Fritz, J. P.'] ['-', '-', '-', '-', '-', '-']
08 2013LPI....44.1956F (68, False) (75, False) ('', False) ['Fritz, J. P.', 75] ['Fernandes, V. A.', 'Burgess, R.', 'Crowther, S. A.', 'Fritz, J. P.', 'Gilmour, J. D.', 'Irving, A.', 'Meier, M. M. M.', 'Nottingham, M.', 'Wieler, R.'] ['-', '-', '-', '-', '-', '-', '-', '-', '-']
08 2012LPICo1649...22F ('', False) (75, False) ('', False) ['Fritz, J. P.', 75] ['Fritz, J. P.', 'Fernandes, V. A. S. M.'] ['-', '-']
