id	bibcode	title	author	aff	year	pub	volume	page	pubdate	date	bibstem	citation	citation_count	doctype	orcid	property	author_match	orcid_match
11774005	2003A&A...401.1027P	['The evolution of mass loaded supernova remnants. II. Temperature dependent mass injection rates']	['Pittard, J. M.', 'Arthur, S. J.', 'Dyson, J. E.', 'Falle, S. A. E. G.', 'Hartquist, T. W.', 'Knight, M. I.', 'Pexton, M.']	['Department of Physics and Astronomy, The University of Leeds, Woodhouse Lane, Leeds LS2 9JT, UK', 'Instituto de Astronomia, UNAM, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, Michoacan, Mexico', 'Department of Physics and Astronomy, The University of Leeds, Woodhouse Lane, Leeds LS2 9JT, UK', 'Department of Applied Mathematics, The University of Leeds, Woodhouse Lane, Leeds LS2 9JT, UK', 'Department of Physics and Astronomy, The University of Leeds, Woodhouse Lane, Leeds LS2 9JT, UK', 'Department of Physics and Astronomy, The University of Leeds, Woodhouse Lane, Leeds LS2 9JT, UK', 'Department of Applied Mathematics, The University of Leeds, Woodhouse Lane, Leeds LS2 9JT, UK']	2003	Astronomy and Astrophysics	401	['1027']	2003-04-00	2003-04-01T00:00:00Z	['A&A', 'A&A...401']	['2004A&A...414..399P', '2004ApJ...612..319S', '2007ASSP....1..245P', '2009MNRAS.396.1743P', '2010ApJ...713..592E', '2010MNRAS.405..821P', '2012MNRAS.425.2212A', '2013MNRAS.431.1337R', '2013MNRAS.435.3600P', '2015ApJ...804...22P', '2016MNRAS.457.4470P', '2017AJ....153..239L', '2017MNRAS.470.2427G', '2019MNRAS.488.3376P']	14	article		['ARTICLE', 'ASSOCIATED', 'EPRINT_OPENACCESS', 'ESOURCE', 'INSPIRE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
1811537	1991IAUS..148..331A	['Supernova Explosions in Stellar Wind Bubbles']	['Arthur, S. Jane']	['-']	1991	The Magellanic Clouds	148	['331']	1991-00-00	1991-01-01T00:00:00Z	['IAUS', 'IAUS..148']	['1991MNRAS.251...93A']	1	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'TOC']	('Arthur, S. Jane', 87)	
1811537	1991IAUS..148..331A	['Supernova Explosions in Stellar Wind Bubbles']	['Arthur, S. Jane']	['-']	1991	The Magellanic Clouds	148	['331']	1991-00-00	1991-01-01T00:00:00Z	['IAUS', 'IAUS..148']	['1991MNRAS.251...93A']	1	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'TOC']	('Arthur, S. Jane', 87)	
2224840	2002A&A...390.1063D	['The evolution of mass loaded supernova remnants. I. Constant and Mach Number dependent mass injection rates']	['Dyson, J. E.', 'Arthur, S. J.', 'Hartquist, T. W.']	['Department of Physics and Astronomy, University of Leeds, Leeds, LS2 9JT, UK', 'Instituto de Astronomia, UNAM, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, Michoacán, Mexico', 'Department of Physics and Astronomy, University of Leeds, Leeds, LS2 9JT, UK']	2002	Astronomy and Astrophysics	390	['1063']	2002-08-00	2002-08-01T00:00:00Z	['A&A', 'A&A...390']	['2003A&A...401.1027P', '2003ApJ...595..120G', '2003CoKon.103..129D', '2004ApJ...612..319S', '2005ApJ...635...86C', '2006MNRAS.373..993F', '2007ASSP....1..245P', '2009SSRv..143..437F', '2009fohl.book..437F', '2010MNRAS.405..821P', '2012MNRAS.425.2212A', '2013MNRAS.431.1337R', '2015PhRvE..92e3105P', '2016MNRAS.457.4470P', '2017AJ....153..239L', '2017MNRAS.470.2427G', '2019MNRAS.488.3376P', '2020MNRAS.491.2855V']	18	article		['ARTICLE', 'ASSOCIATED', 'DATA', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
2231844	2002Ap&SS.281..267A	['Photoionized Regions Around Supernova Remnants']	['Arthur, S. Jane']	['Instituto de Astronomía, UNAM, Morelia, Michoacán, México']	2002	Astrophysics and Space Science	281	['267']	2002-07-00	2002-07-01T00:00:00Z	['Ap&SS', 'Ap&SS.281']	['2013Ap&SS.346....3O']	1	article		['ARTICLE', 'DATA', 'ESOURCE', 'REFEREED']	('Arthur, S. Jane', 87)	
2264976	2002RMxAA..38...51G	['Mass Loading by Proplyds of an O-Star Wind']	['García-Arredondo, F.', 'Arthur, S. J.', 'Henney, W. J.']	['Instituto de Física y Matemáticas Universidad Michoacana de San Nicolás de Hidalgo, México', '-', '-']	2002	Revista Mexicana de Astronomia y Astrofisica	38	['51']	2002-04-00	2002-04-01T00:00:00Z	['RMxAA', 'RMxAA..38']	['2002ApJ...580..969S', '2004ApJ...614..807L', '2005A&A...438..599G', '2005AJ....129..355B', '2005ApJ...628..758K', '2006ApJS..165..283A', '2007ASSP....1..103H', '2008hsf1.book..544O', '2009AJ....137..367O', '2010MNRAS.405..821P', '2012MNRAS.421.1283A', '2014ApJ...797..100F', '2014MNRAS.443.3486T']	13	article		['ADS_OPENACCESS', 'ARTICLE', 'DATA', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
2264911	2002RMxAA..38..111O	['Massive Star Formation Near the Supernova Remnant W30']	['Ojeda-May, P.', 'Kurtz, S. E.', 'Rodríguez, L. F.', 'Arthur, S. J.', 'Velázquez, P.']	['Facultad de Ingeniería, Universidad Autónoma de Yucatán', '-', '-', '-', '-']	2002	Revista Mexicana de Astronomia y Astrofisica	38	['111']	2002-04-00	2002-04-01T00:00:00Z	['RMxAA', 'RMxAA..38']	['2003PASP..115..514T', '2005ICRC....4..105L', '2006ApJ...636..777A', '2007PASJ...59S.209B', '2008ApJ...683..957H', '2010PASJ...62..557T', '2012ApJ...744...80A', '2012ApJ...756..151D', '2015A&ARv..23....3D', '2019ApJ...881...94L']	10	article		['ADS_OPENACCESS', 'ARTICLE', 'DATA', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
2264990	2002RMxAC..12...43F	['The Hydrodynamics of Photoionized Flows']	['Ferland, G. J.', 'Henney, W. J.', 'Williams, R. J. R.', 'Arthur, S. J.']	['University of Kentucky, USA', '-', '-', '-']	2002	Revista Mexicana de Astronomia y Astrofisica Conference Series	12	['43']	2002-02-00	2002-02-01T00:00:00Z	['RMxAC', 'RMxAC..12']	['2002RMxAC..12...56E', '2002RMxAC..12..275P', '2005ApJ...624..794S']	3	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'DATA', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'PUB_OPENACCESS', 'TOC']	('Arthur, S. J.', 86)	
2192142	2001ApJ...561..830G	['Hydrodynamic Simulations of Proplyd Bow Shocks']	['García-Arredondo, F.', 'Henney, W. J.', 'Arthur, S. J.']	['Instituto de Física y Matemáticas, Universidad Michoacana de San Nicolás de Hidalgo, Apartado Postal 2-82, 58040 Morelia, Michoacán, Mexico', 'Instituto de Astronomía, Universidad Nacional Autónoma de México, Campus Morelia, Apartado Postal 3-72 (Xangari), 58089 Morelia, Michoacán, Mexico', 'Instituto de Astronomía, Universidad Nacional Autónoma de México, Campus Morelia, Apartado Postal 3-72 (Xangari), 58089 Morelia, Michoacán, Mexico']	2001	The Astrophysical Journal	561	['830']	2001-11-00	2001-11-01T00:00:00Z	['ApJ', 'ApJ...561']	['2002ApJ...566..315H', '2002ApJ...566..910T', '2002ApJ...570..222G', '2002RMxAA..38...51G', '2002RMxAA..38...71H', '2002RMxAC..13...59H', '2002astro.ph.11639D', '2003RMxAA..39..127D', '2003RMxAC..18...21D', '2005AJ....129.1534R', '2005AJ....130.1171Y', '2005RMxAA..41...45R', '2006ApJS..165..283A', '2007A&A...471..193S', '2007ASSP....1..103H', '2009A&A...495L..13R', '2009AJ....137..367O', '2010RMxAA..46...79V', '2011A&A...527A..86V', '2012MNRAS.421.1283A', '2012MNRAS.426..614M', '2013MNRAS.430.3406T', '2014AdAst2014E...5M', '2014ApJ...797..100F', '2014MNRAS.438.1318G', '2015ApJ...811...10R', '2016ApJ...829...38M', '2016ApJS..227...18K', '2016MNRAS.463.2864A', '2017cfe..confE..16H', '2018MNRAS.477.2431T', '2019MNRAS.486.4423H', '2019arXiv190700122H', '2020MNRAS.496..959G', '2021MNRAS.503.4172H']	35	article		['ARTICLE', 'DATA', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
2182458	2001AAS...198.6507F	['Plasma/hydrodynamical simulations of the Orion HII Region and PDR']	['Ferland, G. J.', 'Arthur, S. J.', 'Henney, W. J.', 'Williams, R.']	['University of Kentucky', 'Instituto de Astronomía, U. Nacional Autónoma de México', 'Instituto de Astronomía, U. Nacional Autónoma de México', 'Cardiff University.']	2001	American Astronomical Society Meeting Abstracts #198	198	['65.07']	2001-05-00	2001-05-01T00:00:00Z	['AAS', 'AAS...198']		0	abstract		['NONARTICLE', 'NOT REFEREED', 'TOC']	('Arthur, S. J.', 86)	
2221220	2001RMxAC..10...65G	['Hydrodynamic simulations of proplyd bowshocks']	['García-Arredondo, F.', 'Henney, W. J.', 'Arthur, S. J.']	['Instituto de Física y Matemáticas, UMSNH, Morelia, Michoacán, México', '-', '-']	2001	Revista Mexicana de Astronomia y Astrofisica Conference Series	10	['65']	2001-03-00	2001-03-01T00:00:00Z	['RMxAC', 'RMxAC..10']		0	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'DATA', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'PUB_OPENACCESS', 'TOC']	('Arthur, S. J.', 86)	
2221216	2001RMxAC..10...49A	['Photoionizing Shocks in the ISM']	['Arthur, S. J.']	['Instituto de Astronomía, UNAM, Morelia']	2001	Revista Mexicana de Astronomia y Astrofisica Conference Series	10	['49']	2001-03-00	2001-03-01T00:00:00Z	['RMxAC', 'RMxAC..10']	['2006ApJS..162..261L']	1	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'DATA', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'PUB_OPENACCESS', 'TOC']	('Arthur, S. J.', 86)	
2207372	2001IAUS..205..274A	['On the bowshocks associated with the orion proplyds']	['Arthur, S. J.', 'Henney, W. J.', 'Garcia-Arredondo, F.']	['Instituto de Astronomía, UNAM Campus Morelia, México', '-', '-']	2001	Galaxies and their Constituents at the Highest Angular Resolutions	205	['274']	2001-01-00	2001-01-01T00:00:00Z	['IAUS', 'IAUS..205']		0	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'TOC']	('Arthur, S. J.', 86)	
2194789	2001ASPC..247..299A	['Time Dependent Radiation-Hydrodynamic Simulations of SNR and their Photoionized Precursor Regions']	['Arthur, S. Jane']	['-']	2001	Spectroscopic Challenges of Photoionized Plasmas	247	['299']	2001-00-00	2001-01-01T00:00:00Z	['ASPC', 'ASPC..247']	['2002Ap&SS.281..267A']	1	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'TOC']	('Arthur, S. Jane', 87)	
943596	2000MNRAS.314..681R	['The emergence of a neutral Herbig-Haro jet into a photoionized nebula']	['Raga, A.', 'López-Martín, L.', 'Binette, L.', 'López, J. A.', 'Cantó, J.', 'Arthur, S. J.', 'Mellema, G.', 'Steffen, W.', 'Ferruit, P.']	['Instituto de Astronomía, UNAM, Ap. 70-264, 04510 D. F., México', 'Instituto de Astronomía, UNAM, Ap. 70-264, 04510 D. F., México', 'Instituto de Astronomía, UNAM, Ap. 70-264, 04510 D. F., México', 'Instituto de Astronomía, UNAM, Ap. 877, 22800 Ensenada, B. C., México', 'Instituto de Astronomía, UNAM, Ap. 70-264, 04510 D. F., México', 'Instituto de Astronomía, UNAM, J. J. Tablada 1006, 58090 Morelia, Michoacán, México', 'Stockholm Observatory, SE-133 36, Saltsjöbaden, Sweden', 'Instituto de Astronomía y Meteorología, Universidad de Guadalajara, Avenida Vallarta 2602, 44130 Guadalajara, Jalisco, México', 'Department of Astronomy, University of Maryland, College Park, MD 20742, USA']	2000	Monthly Notices of the Royal Astronomical Society	314	['681']	2000-06-00	2000-06-01T00:00:00Z	['MNRAS', 'MNRAS.314']	['2000AJ....119.2919B', '2001A&A...371.1118L', '2001A&A...376.1073M', '2001A&A...377..589G', '2001AJ....121..408M', '2001AJ....122.1928R', '2001ARA&A..39..403R', '2001ApJ...546..299B', '2002ApJ...566..315H', '2002MNRAS.337..327M', '2004ApJ...606..353A', '2004ApJ...615..850M', '2004RMxAA..40...15R', '2005AJ....130..730M', '2006A&A...452..907R', '2006NewA...11..374M', '2009ASSP...13..295R', '2010A&A...517A..20R', '2012MNRAS.421.3399N', '2013ApJ...779..111E', '2017MNRAS.471.4910R', '2021ApJ...918...75E', '2021MNRAS.502.1703M']	23	article		['ADS_OPENACCESS', 'ARTICLE', 'DATA', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
2178193	2000RMxAC...9..223G	['On the Bowshocks Associated with the Orion Proplyds']	['García-Arredondo, F.', 'Arthur, S. J.', 'Henney, W. J.']	['-', '-', '-']	2000	Revista Mexicana de Astronomia y Astrofisica Conference Series	9	['223']	2000-05-00	2000-05-01T00:00:00Z	['RMxAC', 'RMxAC...9']		0	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'DATA', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'PUB_OPENACCESS', 'TOC']	('Arthur, S. J.', 86)	
2176059	2000RMxAC...9.....A	['Astrophysical Plasmas: Codes, Models, and Observations']	['Arthur, S. J.', 'Brickhouse, N. S.', 'Franco, J.']	['-', '-', '-']	2000	Revista Mexicana de Astronomia y Astrofisica Conference Series	9		2000-05-00	2000-05-01T00:00:00Z	['RMxAC', 'RMxAC...9']		0	proceedings		['ADS_OPENACCESS', 'ESOURCE', 'NONARTICLE', 'NOT REFEREED', 'OPENACCESS', 'TOC']	('Arthur, S. J.', 86)	
941384	1999RMxAA..35..123R	['3D Transfer of the Diffuse Ionizing Radiation in ISM Flows and the Preionization of a Herbig-Haro Working Surface']	['Raga, A. C.', 'Mellema, G.', 'Arthur, S. J.', 'Binette, L.', 'Ferruit, P.', 'Steffen, W.']	['-', '-', '-', '-', '-', '-']	1999	Revista Mexicana de Astronomia y Astrofisica	35	['123']	1999-10-00	1999-10-01T00:00:00Z	['RMxAA', 'RMxAA..35']	['2000A&A...358..701R', '2000A&A...364..763R', '2000ASPC..215..158L', '2000ApJ...536..896C', '2000MNRAS.314..681R', '2000RMxAA..36...67R', '2001A&A...367..959R', '2001A&A...371.1118L', '2001A&A...376.1073M', '2001A&A...377.1136V', '2001AJ....121..408M', '2001RMxAC..10...61L', '2002PhRvL..89p5003K', '2003A&A...405..189L', '2003ApJ...593L..47R', '2005ApJ...627..813H', '2006A&A...455..203R', '2006ApJ...647..397M', '2006ApJS..165..283A', '2006MNRAS.371.1057I', '2006NewA...11..374M', '2007ApJ...668..310R', '2009AIPC.1201..309G', '2009ASSP...13..359S', '2009MNRAS.400.1283I', '2010LPB....28..253S', '2010MNRAS.403..714M', '2011ApJ...737..100T', '2012A&A...539A.147M', '2012MNRAS.421.1283A', '2013ApJ...779..111E', '2013JQSRT.125..105V', '2014ASPC..488...71G', '2014MNRAS.437.2816R', '2014MNRAS.443.3486T', '2015A&A...573A..10M', '2015MNRAS.453.2277H', '2016A&A...586A.114M', '2016Ap&SS.361...31N', '2017HEDP...23...20S', '2017MNRAS.468.3785R', '2019JCAP...02..058G', '2021MNRAS.503.5807S', '2021MNRAS.505.1863G']	44	article		['ADS_OPENACCESS', 'ARTICLE', 'DATA', 'ESOURCE', 'OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
2065404	1998AJ....116..322H	['Modeling the Brightness Profiles of the Orion Proplyds']	['Henney, W. J.', 'Arthur, S. J.']	['Instituto de Astronomía, Universidad Nacional Autónoma de México, J. J. Tablada 1006, Colonia Lomas de Santa Maria, 58090 Morelia, Michoacán, México', 'Instituto de Astronomía, Universidad Nacional Autónoma de México, J. J. Tablada 1006, Colonia Lomas de Santa Maria, 58090 Morelia, Michoacán, México']	1998	The Astronomical Journal	116	['322']	1998-07-00	1998-07-01T00:00:00Z	['AJ', 'AJ....116']	['1998AJ....116.1868B', '1999AJ....118.2350H', '1999ASPC..188...25O', '1999ASPC..188...39L', '1999ApJ...515..669S', '1999ApJ...526..274H', '2000AJ....119.2910O', '2000AJ....119.2919B', '2000AJ....120..382O', '2001ARA&A..39...99O', '2001ASPC..243..449M', '2001ApJ...548..288L', '2001ApJ...561..830G', '2001IAUS..205..272H', '2001IAUS..205..274A', '2001MNRAS.325..293W', '2001MNRAS.327..788W', '2001RMxAC..10....1O', '2001RMxAC..10...57H', '2001RMxAC..10...65G', '2001RMxAC..10..213H', '2002ApJ...566..315H', '2002ApJ...570..222G', '2002RMxAA..38...51G', '2002RMxAA..38...71H', '2002RMxAC..12...43F', '2002astro.ph.11639D', '2003ApJ...587L.105S', '2003RMxAA..39..127D', '2003RMxAC..18...21D', '2003dhst.symp...44B', '2004AJ....127.2252Z', '2004ASPC..324..168H', '2005A&A...441..195V', '2005AJ....129.1534R', '2005AJ....129.2281B', '2005AJ....130.1707V', '2005ApJ...621..328H', '2005ApJ...627..813H', '2005IAUS..227...12B', '2005MNRAS.358..742S', '2005RMxAA..41...45R', '2005RMxAA..41..443G', '2006NewA...11..374M', '2007ASSP....1..103H', '2007MNRAS.376.1350C', '2007MNRAS.377..383E', '2008hsf1.book..544O', '2009Ap.....52..288Y', '2009ApJ...703.1352K', '2010ApJ...711..881H', '2011ApJ...732..100D', '2012A&A...539A.119F', '2012ApJ...757..108Y', '2012MNRAS.421.1283A', '2012MNRAS.426..614M', '2012MNRAS.427..311W', '2013ApJ...765L..38V', '2013MNRAS.430.3406T', '2014AdAst2014E...5M', '2014ApJ...787..107K', '2014ApJ...793...56G', '2014MNRAS.438.1318G', '2015AJ....150..108O', '2016ApJ...819..137K', '2016ApJ...831..155S', '2016MNRAS.463.3616H', '2016SSRv..205..125G', '2017MNRAS.464.2963S', '2018fdpm.book..165G', '2019A&A...627A..58I', '2019ApJ...870...32K', '2019MNRAS.489.2142H', '2019MNRAS.490.5478W', '2020MNRAS.492.1279S', '2021ApJ...908...68O', '2021MNRAS.503.4172H', '2021MNRAS.506.3169V', '2022ApJ...926L..23H', '2022MNRAS.512.2594H', '2022MNRAS.512.3788Q', '2022MNRAS.514..744M', '2022arXiv220903889R']	83	article		['ARTICLE', 'DATA', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
2026810	1997ApJ...484..810A	['On the Relative Importance of Photoevaporative and Hydrodynamic Effects in the Ablation of Self-gravitating Globules in Compact H II Regions']	['Arthur, S. J.', 'Lizano, S.']	['Instituto de Astronomía, Universidad Nacional Autónoma de México, Apdo. Postal 70-264, 04510 México D.F., Mexico', 'Instituto de Astronomía, Universidad Nacional Autónoma de México, Apdo. Postal 70-264, 04510 México D.F., Mexico']	1997	The Astrophysical Journal	484	['810']	1997-07-00	1997-07-01T00:00:00Z	['ApJ', 'ApJ...484']	['1999ApJ...514..232K', '1999PASP..111.1049G', '1999RvMP...71..173H', '2000ApJ...536..368A', '2000ApJ...536..896C', '2001ApJ...561..830G', '2002RMxAA..38...51G', '2003RMxAC..15...50S', '2003RMxAC..15..115R', '2005ApJ...628..758K', '2005RMxAA..41...45R', '2006MNRAS.372..457S', '2007ASSP....1..103H', '2007ASSP....1..245P', '2012EAS....56..175Y', '2014ApJ...797..100F', '2017MNRAS.469.1117C', '2021MNRAS.501.5330S']	18	article		['ARTICLE', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
11621261	1997IAUS..182..561H	['Two-Wind Interaction Models of the Proplyds in the Orion Nebula']	['Henney, W. J.', 'Arthur, S. J.']	['Instituto de Astronomia, UNAM, Unidad Morelia, J. J. Tablada 1006, 58090 Morelia, Michoacan, Mexico', 'Instituto de Astronomia, UNAM, Unidad Morelia, J. J. Tablada 1006, 58090 Morelia, Michoacan, Mexico']	1997	Herbig-Haro Flows and the Birth of Stars	182	['561']	1997-00-00	1997-01-01T00:00:00Z	['IAUS', 'IAUS..182']	['1998AJ....115..263O', '1998AJ....116..322H', '1998ApJ...502..695C', '1999AJ....118.2350H', '2005AJ....130.1763S', '2017MNRAS.469.1117C']	6	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'EPRINT_OPENACCESS', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'TOC']	('Arthur, S. J.', 86)	
1981590	1996A&A...313..897A	['A coupled hydrodynamic-ionisation model for the clumpy Wolf-Rayet ring nebula RCW 58.']	['Arthur, S. J.', 'Henney, W. J.', 'Dyson, J. E.']	['-', '-', '-']	1996	Astronomy and Astrophysics	313	['897']	1996-09-00	1996-09-01T00:00:00Z	['A&A', 'A&A...313']	['1997CoKon.100..239D', '1999IAUS..193..306M', '1999IAUS..193..653S', '1999NewAR..43...31F', '2000Ap&SS.272..197D', '2001A&A...367.1000P', '2001A&A...373.1043P', '2002A&A...395..499R', '2002ARA&A..40..439B', '2002ApJ...576..832P', '2002RMxAA..38...51G', '2003ApJ...594..888F', '2003CoKon.103..129D', '2005A&A...429..685G', '2007ASSP....1..183A', '2007ASSP....1..245P', '2007RMxAC..30...64A', '2008IAUS..250..341C', '2010ApJ...713..592E', '2010MNRAS.405..821P', '2022MNRAS.515.1815P']	21	article		['ADS_OPENACCESS', 'ARTICLE', 'DATA', 'ESOURCE', 'OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
1987346	1996ApJ...457..752A	['X-Rays from Mass-loaded Supernova Remnants in the Large Magellanic Cloud']	['Arthur, S. J.', 'Henney, W. J.']	['-', '-']	1996	The Astrophysical Journal	457	['752']	1996-02-00	1996-02-01T00:00:00Z	['ApJ', 'ApJ...457']	['1996A&A...313..897A', '1996ApJ...467..666O', '1997A&A...326.1195C', '1997AJ....113.1815C', '1997ApJ...484..810A', '1997IAUS..182..537H', '1998A&AS..127..119F', '1998ApJ...493..260M', '1999ApJ...522..863S', '2000MNRAS.314..511S', '2002A&A...390.1063D', '2002ApJ...571..809K', '2002IAUS..207..459S', '2003A&A...401.1027P', '2003ApJ...590..822H', '2003CoKon.103..129D', '2004Ap&SS.289..269O', '2004ApJ...613..302O', '2006AJ....131.2140T', '2007ASSP....1..245P', '2007IAUS..237..106O', '2010MNRAS.405..821P', '2011ApJ...729...28J', '2012MNRAS.425.2212A', '2015ApJ...812...87Z', '2016MNRAS.456..710F', '2016MNRAS.457.4470P', '2019MNRAS.488.3376P', '2020Ap&SS.365....6K']	29	article		['ADS_OPENACCESS', 'ARTICLE', 'DATA', 'ESOURCE', 'OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
2005789	1996LIACo..33..421A	['A coupled hydrodynamic-ionisation model for the clumpy Wolf-Rayet ring nebula RCW 58']	['Arthur, S. J.', 'Henney, W. J.']	['-', '-']	1996	Liege International Astrophysical Colloquia	33	['421']	1996-00-00	1996-01-01T00:00:00Z	['LIACo', 'LIACo..33']		0	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'TOC']	('Arthur, S. J.', 86)	
2002346	1996ibms.conf..521A	['X-Rays from Mass-Loaded Supernova Remnants in Stellar Wind Bubbles']	['Arthur, S. J.', 'Henney, W. J.']	['-', '-']	1996	The Interplay Between Massive Star Formation, the ISM and Galaxy Evolution	11	['521']	1996-00-00	1996-01-01T00:00:00Z	['ibms', 'ibms.conf']		0	inproceedings		['ARTICLE', 'NOT REFEREED', 'TOC']	('Arthur, S. J.', 86)	
1975765	1995RMxAC...3..181A	['Gaseous Nebulae; X-Rays from Mass Loaded Supernova Remnants (Invited paper)']	['Arthur, S. J.', 'Henney, W. J.']	['-', '-']	1995	Revista Mexicana de Astronomia y Astrofisica Conference Series	3	['181']	1995-12-00	1995-12-01T00:00:00Z	['RMxAC', 'RMxAC...3']		0	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'TOC']	('Arthur, S. J.', 86)	
1949137	1995Ap&SS.224..423A	['Effects of a Clumpy Circumstellar Medium on the Dynamics of Stellar Winds']	['Arthur, S. J.']	['Instituto de Astronomía, UNAM, México, D.F., México']	1995	Astrophysics and Space Science	224	['423']	1995-02-00	1995-02-01T00:00:00Z	['Ap&SS', 'Ap&SS.224']		0	article		['ADS_OPENACCESS', 'ARTICLE', 'ESOURCE', 'OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
1953143	1995ASPC...80..452F	['Compact Supernova Remnants and Active Galactic Nuclei']	['Franco, J.', 'Miller, W. W., III', 'Arthur, S. J.']	['-', '-', '-']	1995	The Physics of the Interstellar Medium and Intergalactic Medium	80	['452']	1995-00-00	1995-01-01T00:00:00Z	['ASPC', 'ASPC...80']		0	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'TOC']	('Arthur, S. J.', 86)	
1915419	1994ApJ...435..805F	['Thin Shell Formation in Radiative Shocks. I. Supernova Remnants in Low-Density Media']	['Franco, Jose', 'Miller, Walter Warren, III', 'Arthur, S. J.', 'Tenorio-Tagle, Guillermo', 'Terlevich, Roberto']	['Universidad Nacional Autonoma de Mexico, Mexico', 'Universidad Nacional Autonoma de Mexico, Mexico', 'Universidad Nacional Autonoma de Mexico, Mexico', 'Universidad Nacional Autonoma de Mexico, Mexico', 'Royal Greenwich Observatory, Cambridge, UK']	1994	The Astrophysical Journal	435	['805']	1994-11-00	1994-11-01T00:00:00Z	['ApJ', 'ApJ...435']	['1995ApJ...451..156G', '1995RvMP...67..661B', '1996ApJ...468..722S', '1996ApJ...469..171G', '1996MNRAS.283..419C', '1997MNRAS.286..271A', '1998A&A...330..419D', '1998A&A...335..370E', '1999MNRAS.310....1S', '2000ApJ...542..964A', '2000ApJ...544..336G', '2001PhPl....8.2432F', '2002A&A...390.1063D', '2002MNRAS.329..398M', '2003A&A...401.1027P', '2003ApJ...594..874S', '2004A&A...419..419B', '2006A&A...459..519A', '2006astro.ph..4057P', '2007A&A...467L..41M', '2007KPCB...23..137H', '2012ApJ...749..156O', '2013ApJ...766..114S', '2014A&A...561A..70A', '2016MNRAS.460.2962H', '2020MNRAS.495.1035S', '2021MNRAS.505.5301R']	27	article		['ADS_OPENACCESS', 'ARTICLE', 'DATA', 'ESOURCE', 'OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
