id	bibcode	title	author	aff	year	pub	volume	page	pubdate	date	bibstem	citation	citation_count	doctype	orcid	property	author_match	orcid_match
923083	2011IAUS..270..297A	['Radiation-MHD Simulations of HII Region Expansion in Turbulent Molecular Clouds']	['Arthur, S. J.', 'Henney, W. J.', 'Mellema, G.', 'de Colle, F.', 'Vázquez-Semadeni, E.']	['Centro de Radioastronomía y Astrofísica, UNAM, Campus Morelia, C.P. 58090 Morelia, Michoacán, México', 'Centro de Radioastronomía y Astrofísica, UNAM, Campus Morelia, C.P. 58090 Morelia, Michoacán, México', 'AlbaNova University Center, Stockholm University, SE-106 91 Stockholm, Sweden', 'Department of Astronomy and Astrophysics, University of California, Santa Cruz', 'Centro de Radioastronomía y Astrofísica, UNAM, Campus Morelia, C.P. 58090 Morelia, Michoacán, México']	2011	Computational Star Formation	270	['297']	2011-04-00	2011-04-01T00:00:00Z	['IAUS', 'IAUS..270']		0	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'ESOURCE', 'OPENACCESS', 'REFEREED', 'TOC']	('Arthur, S. J.', 86)	
2628545	2010ASPC..425..233T	['Radiation-hydrodynamic Models of the Evolving Circumstellar Medium around Massive Stars']	['Toalá, J. A.', 'Arthur, S. J.']	['-', '-']	2010	Hot and Cool: Bridging Gaps in Massive Star Evolution	425	['233']	2010-06-00	2010-06-01T00:00:00Z	['ASPC', 'ASPC..425']		0	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'PUB_OPENACCESS', 'TOC']	('Arthur, S. J.', 86)	
923219	2009MNRAS.398..157H	['Radiation-magnetohydrodynamic simulations of the photoionization of magnetized globules']	['Henney, William J.', 'Arthur, S. Jane', 'de Colle, Fabio', 'Mellema, Garrelt']	['Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apartado Postal 3-72, 58090 Morelia, Michoacán, México', 'Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apartado Postal 3-72, 58090 Morelia, Michoacán, México', 'School of Cosmic Physics, Dublin Institute for Advanced Studies, 31 Fitzwilliam Place, Dublin, Ireland; Department of Astronomy and Astrophysics, University of California Santa Cruz, Santa Cruz, CA 95064, USA', 'Department of Astronomy, Stockholm University, SE-106 91, Stockholm, Sweden']	2009	Monthly Notices of the Royal Astronomical Society	398	['157']	2009-09-00	2009-09-01T00:00:00Z	['MNRAS', 'MNRAS.398']	['2009A&A...497..649B', '2010ASInC...1...19O', '2010MNRAS.403..714M', '2011ApJ...736..142B', '2011BSRSL..80..391M', '2011EAS....52..181O', '2011IAUS..270..297A', '2011ITVCG..17..454S', '2011MNRAS.412.2079M', '2011MNRAS.414.1747A', '2012A&A...539A.147M', '2012A&G....53e..31V', '2012AJ....144..173D', '2012ASPC..459..106M', '2012ApJ...745..158G', '2012ApJ...752..148N', '2012MNRAS.420..562H', '2012PhPl...19j2111C', '2013A&A...549A.122M', '2013A&A...555A..57G', '2013Ap&SS.343..689C', '2013ApJ...766...50M', '2013HEDP....9....1M', '2013IAUS..292...19T', '2013MNRAS.432.1502S', '2013MNRAS.436..859M', '2013RMxAA..49..275L', '2014ApJ...795...28B', '2014ApJ...797..100F', '2014ApJ...797..135K', '2014MNRAS.438.1318G', '2014MNRAS.439L..41M', '2014MNRAS.444.2754M', '2014MNRAS.445.1797M', '2015A&A...573A..10M', '2015A&A...573A..34S', '2015A&A...582A..24M', '2015ApJS..217....9R', '2015MNRAS.453.1324B', '2015NewAR..68....1D', '2015PKAS...30...87S', '2016A&A...588A..45N', '2016MNRAS.459.1146M', '2016MNRAS.463.2864A', '2017ApJ...850..195E', '2017MNRAS.465..559S', '2017MNRAS.466.1857G', '2017MNRAS.466.4573S', '2018ApJ...860L...6P', '2018MNRAS.476.4782S', '2018NewAR..82....1H', '2018arXiv180101547B', '2019A&A...625A...4G', '2019A&A...627A..85Z', '2019ApJ...874...38R', '2020A&A...636A..16G', '2020A&A...639A...1G', '2020ApJ...902L...1H', '2020MNRAS.493.3548M', '2020MNRAS.497.3351R', '2020MNRAS.498..532R', '2021ApJ...917...57S', '2021MNRAS.504..983M', '2021RAA....21...87S', '2022A&A...664A..67R', '2022MNRAS.510.2644S', '2022MNRAS.513.2039S', '2022arXiv220512084T']	68	article		['ADS_OPENACCESS', 'ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. Jane', 87)	
2576752	2009AIPC.1156..285A	['Dynamics of Bubbles in the ISM']	['Arthur, S. Jane']	['Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72, 58090 Morelia, Michoacán, México']	2009	The Local Bubble and Beyond II	1156	['285']	2009-08-00	2009-08-01T00:00:00Z	['AIPC', 'AIPC.1156']	['2010A&A...523A...6D', '2013HEDP....9..226D']	2	inproceedings		['ARTICLE', 'ESOURCE', 'NOT REFEREED', 'TOC']	('Arthur, S. Jane', 87)	
4911207	2009AJ....137..367O	['The Three-Dimensional Dynamic Structure of the Inner Orion Nebula']	"[""O'Dell, C. R."", 'Henney, W. J.', 'Abel, N. P.', 'Ferland, G. J.', 'Arthur, S. J.']"	['Department of Physics and Astronomy, Vanderbilt University, Box 1807-B, Nashville, TN 37235, USA', 'Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apartado Postal 3-72, 58090 Morelia, Michaoacán, Mexico', 'Department of Mathematics and Physics, College of Applied Science, University of Cincinnati, Cincinnati, OH 45221, USA', 'Department of Physics and Astronomy, University of Kentucky, Lexington, KY 40506, USA', 'Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apartado Postal 3-72, 58090 Morelia, Michaoacán, Mexico']	2009	The Astronomical Journal	137	['367']	2009-01-00	2009-01-01T00:00:00Z	['AJ', 'AJ....137']	['2009AJ....138.1235O', '2010AJ....139..950R', '2010AJ....140..985O', '2011A&A...532A..32F', '2011A&A...533A..38S', '2011IAUS..280P.156F', '2011MNRAS.416.1546A', '2011MNRAS.417..420M', '2011piim.book.....D', '2012A&A...543A.126K', '2012ApJ...749L..22S', '2012ApJ...757...78M', '2012MNRAS.421.1283A', '2013AJ....146..106O', '2013ApJ...762..101V', '2013ApJ...768...67W', '2013ApJS..207...10R', '2013MNRAS.428..691H', '2013MNRAS.430.3406T', '2013MNRAS.434.2313R', '2014AdAst2014E...5M', '2015A&A...582A.114W', '2015AJ....150..108O', '2015AJ....150..167A', '2015ApJ...801..113M', '2015ApJ...808..111O', '2015ApJ...812...45W', '2015ApJ...812...75G', '2016ApJ...825....2T', '2016ApJ...830..118S', '2016MNRAS.463.2864A', '2017A&A...599A..22N', '2017ApJ...837L..29H', '2017ApJ...838..152K', '2017MNRAS.464.4835O', '2017MNRAS.466.4937A', '2018A&A...612A..74K', '2018MNRAS.476.1213G', '2018MNRAS.477.5422A', '2018MNRAS.478.1017O', '2018MNRAS.481.3953A', '2019A&A...622A..91G', '2019A&A...626A..70S', '2019AJ....158..235G', '2019ApJ...881..130A', '2020ApJ...891...46O', '2021A&A...652A..77H', '2021ApJ...907..119O', '2021ApJ...908..162O', '2022A&A...663A.117K', '2022ApJ...927...37J', '2022MNRAS.514...43F']	52	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
2545481	2008IAUS..250..355A	['The Evolution of the Circumstellar and Interstellar Medium Around Massive Stars']	['Arthur, S. Jane']	['Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apartado Postal 3-72, 58090 Morelia, México']	2008	Massive Stars as Cosmic Engines	250	['355']	2008-06-00	2008-06-01T00:00:00Z	['IAUS', 'IAUS..250']	['2009ApJ...696L.115F', '2010ASPC..425..233T', '2011ApJ...738...46T', '2011BSRSL..80..297C', '2013nha..confE...6V', '2021PASJ...73S.220K']	6	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'TOC']	('Arthur, S. Jane', 87)	
941588	2008camf.confE..18H	['Magnetized, turbulent HII regions']	['Henney, William', 'Arthur, S. Jane', 'de Colle, Fabio', 'Mellema, Garrelt']	['-', '-', '-', '-']	2008	Cosmic Agitator: Magnetic Fields in the Galaxy		['18']	2008-03-00	2008-03-01T00:00:00Z	['camf', 'camf.conf']		0	inproceedings		['ARTICLE', 'ESOURCE', 'NOT REFEREED', 'TOC']	('Arthur, S. Jane', 87)	
11944392	2007ApJ...670..471A	['Off-Center H II Regions in Power-Law Density Distributions']	['Arthur, S. Jane']	['Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Campus Morelia, Apartado Postal 3-72, 58090, Morelia, Michoacán, México']	2007	The Astrophysical Journal	670	['471']	2007-11-00	2007-11-01T00:00:00Z	['ApJ', 'ApJ...670']	['2007ApJ...668..980M', '2008ASPC..387..232L', '2012MNRAS.421.1283A', '2014Ap&SS.350..741D', '2017MNRAS.466.4573S', '2021MNRAS.500.3763K']	6	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. Jane', 87)	
2512809	2007RMxAC..30...64A	['Wind-Blown Bubbles and HII Regions around Massive Stars']	['Arthur, S. J.']	['Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Apdo. Postal 3-72, 58090 Morelia, Michoacán, México']	2007	Revista Mexicana de Astronomia y Astrofisica Conference Series	30	['64']	2007-08-00	2007-08-01T00:00:00Z	['RMxAC', 'RMxAC..30']	['2008PhST..132a4024D', '2013HEDP....9..226D', '2014ApJ...785..100M', '2015A&A...578A..66T', '2016A&A...586A.111S', '2016JPhCS.767a2024S']	6	inproceedings		['ARTICLE', 'DATA', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'PUB_OPENACCESS', 'TOC']	('Arthur, S. J.', 86)	
11943012	2007ApJ...660.1296F	['From Ultracompact to Extended H II Regions. II. Cloud Gravity and Stellar Motion']	['Franco, José', 'García-Segura, Guillermo', 'Kurtz, Stanley E.', 'Arthur, S. Jane']	['Instituto de Astronomía, Universidad Nacional Autónoma de México, 04510 México D.F., Mexico', 'Instituto de Astronomía, Universidad Nacional Autónoma de México, 22800 Ensenada, Baja California, Mexico', 'Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, 58090 Morelia, Michoacán, Mexico', 'Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, 58090 Morelia, Michoacán, Mexico']	2007	The Astrophysical Journal	660	['1296']	2007-05-00	2007-05-01T00:00:00Z	['ApJ', 'ApJ...660']	['2006ApJS..165..283A', '2007ASSP....1..103H', '2007ApJ...668..980M', '2007ApJ...670..471A', '2008ApJ...673..354F', '2008MNRAS.390..523M', '2010ApJ...725.1091Z', '2012RMxAA..48..199R', '2012RMxAA..48..235R', '2013MNRAS.434.2742J', '2013MNRAS.436..859M', '2015A&A...573A..10M', '2015ApJ...812...87Z', '2017MNRAS.466.4573S', '2019ApJ...880...99R', '2019ApJ...881...14Z']	16	article		['ARTICLE', 'ASSOCIATED', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. Jane', 87)	
11961016	2007ASSP....1..183A	['Wind-Blown Bubbles around Evolved Stars']	['Arthur, S. J.']	['Centro de Radioastronomía y Astrofísica, UNAM, Campus Morelia']	2007	Diffuse Matter from Star Forming Regions to Active Galaxies - A Volume Honouring John Dyson	1	['183']	2007-00-00	2007-01-01T00:00:00Z	['ASSP', 'ASSP....1']	['2007A&A...467L..41M', '2007ApJ...659..314P', '2009AJ....137..367O', '2010ASPC..438...69E', '2010ApJ...713..592E', '2011A&A...525A.154S', '2011ApJ...737..100T', '2012ApJ...755..129G', '2013A&A...559A..52T', '2013KPCB...29..207M', '2014AJ....147...30T', '2014PhDT.......301T', '2015A&A...578A..66T', '2015ApJ...798...32N', '2015MNRAS.446.1083T', '2016ApJ...826...27D', '2021AJ....161..156F', '2021BAAA...62..274M']	18	inproceedings		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS']	('Arthur, S. J.', 86)	
941863	2006ApJ...647..397M	['Dynamical H II Region Evolution in Turbulent Molecular Clouds']	['Mellema, Garrelt', 'Arthur, S. Jane', 'Henney, William J.', 'Iliev, Ilian T.', 'Shapiro, Paul R.']	['ASTRON, P.O. Box 1, NL-7990 AA Dwingeloo, Netherlands; Sterrewacht Leiden, P.O. Box 9513, NL-2300 RA Leiden, Netherlands.', 'Centro de Radioastronomía y Astrofísica, UNAM, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, Mexico', 'Centro de Radioastronomía y Astrofísica, UNAM, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, Mexico', 'Canadian Institute for Theoretical Astrophysics, University of Toronto, 60 St. George Street, Toronto, ON M5S 3H8, Canada', 'Department of Astronomy, University of Texas at Austin, RLM 16.204, Austin, TX 78712']	2006	The Astrophysical Journal	647	['397']	2006-08-00	2006-08-01T00:00:00Z	['ApJ', 'ApJ...647']	['2006ApJ...648L.131H', '2006ApJ...653..361K', '2006MNRAS.371.1057I', '2006MNRAS.372..443B', '2006MNRAS.373..623R', '2007A&A...463..187H', '2007A&A...471..193S', '2007AJ....133..952G', '2007ARA&A..45..565M', '2007ASSP....1..103H', '2007Ap&SS.307..179W', '2007ApJ...657..870V', '2007ApJ...660.1296F', '2007ApJ...661..262D', '2007ApJ...668..980M', '2007ApJ...670..428C', '2007ApJ...671..518K', '2007IAUS..237..246G', '2007RMxAC..30...64A', '2008A&A...478..769V', '2008AIPC.1035...68S', '2008IAUS..250..355A', '2008MNRAS.391.1527P', '2008NewA...13...60P', '2008RMxAA..44..181G', '2009A&A...503..477L', '2009AJ....137..367O', '2009ARep...53..611K', '2009ApJ...693.1316K', '2009ApJ...694L..26G', '2009MNRAS.392..964R', '2009MNRAS.393...21G', '2009MNRAS.398..157H', '2009MNRAS.400.1283I', '2010A&A...523A...6D', '2010ASInC...1...19O', '2010ApJ...723..971G', '2010ConPh..51..381W', '2010EAS....41..233W', '2010MNRAS.403..714M', '2010PhDT.......254L', '2010RMxAA..46..179R', '2011ASPC..451..199G', '2011CF.....42...44V', '2011EAS....51...45E', '2011IAUS..270..297A', '2011IAUS..270..301E', '2011IAUS..270..319G', '2011IAUS..270..511G', '2011MNRAS.412.2079M', '2011MNRAS.413..401E', '2011MNRAS.413..705L', '2011MNRAS.414.1747A', '2011MNRAS.416.1546A', '2011PASJ...63..795C', '2012A&A...538A..31T', '2012A&A...539A.147M', '2012A&A...546A..33T', '2012ASPC..465..398P', '2012ApJ...745...22G', '2012ApJ...745...47L', '2012ApJ...745..158G', '2012ApJ...757...79F', '2012MNRAS.420.2280L', '2012MNRAS.421.2232F', '2012MNRAS.424.2442S', '2012MNRAS.427..625W', '2013A&A...560A..19T', '2013Ap&SS.343..689C', '2013MNRAS.431.3003L', '2013MNRAS.435..917W', '2013MNRAS.436..859M', '2013RMxAA..49..275L', '2014ASSP...36..173W', '2014ApJ...795...28B', '2014ApJ...797..135K', '2014MNRAS.437.2816R', '2014MNRAS.445.1797M', '2014prpl.conf..125M', '2014prpl.conf..243K', '2015A&A...573A..10M', '2015A&A...573A..95M', '2015ApJ...813...36V', '2015EAS....75..353D', '2015MNRAS.453.1324B', '2015MNRAS.453.2277H', '2015MNRAS.454.2828B', '2015MNRAS.454.4484G', '2015NewAR..68....1D', '2015PhRvE..92e3105P', '2016MNRAS.462.3537M', '2016MNRAS.463.2864A', '2016PhDT.......154B', '2017MNRAS.464.4835O', '2017MmSAI..88..682G', '2018ASSL..424...39H', '2018Ap&SS.363...28G', '2018ApJ...859...68K', '2018MNRAS.473.3454B', '2018MNRAS.478.1218T', '2018NewAR..82....1H', '2019MNRAS.482.4062H', '2019MNRAS.483..704A', '2020A&A...641A..70B', '2020MNRAS.491..178K', '2020MNRAS.493.4643M', '2020MNRAS.497.5061I', '2021ApJ...908...30K', '2021ApJ...911..128K', '2021MNRAS.500.1721M', '2021MNRAS.500.1833S', '2021MNRAS.501.4136A', '2021MNRAS.504..983M', '2021MNRAS.505.3730W', '2021MNRAS.507..858P', '2021NatAs...5.1009F', '2022MNRAS.510.5592A']	117	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. Jane', 87)	
11899491	2006ApJS..165..283A	['Hydrodynamics of Cometary Compact H II Regions']	['Arthur, S. Jane', 'Hoare, M. G.']	['Centro de Radioastronomía y Astrofísica, UNAM, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, México', 'School of Physics and Astronomy, University of Leeds, LS2 9JT, UK']	2006	The Astrophysical Journal Supplement Series	165	['283']	2006-07-00	2006-07-01T00:00:00Z	['ApJS', 'ApJS..165']	['2006ApJ...647..397M', '2007ASSP....1..103H', '2007ASSP....1..183A', '2007ApJ...660.1296F', '2007ApJ...668..980M', '2007ApJ...670..471A', '2007ApJ...671..518K', '2007RMxAC..30...64A', '2008A&A...478..443C', '2008A&A...478..769V', '2008ASPC..387..148M', '2008ApJ...684....1W', '2008ApJ...689..242P', '2008ApJS..177..584Z', '2008IAUS..250..355A', '2008MNRAS.386.1739P', '2008MNRAS.390.1619H', '2008arXiv0804.4156W', '2009AJ....137..367O', '2010ApJ...719..831P', '2010ApJ...725.1429Y', '2011A&A...525A.121C', '2011ApJ...735...84M', '2011ApJ...737..100T', '2011MNRAS.413..705L', '2011MNRAS.413..721L', '2011MNRAS.414.1747A', '2011MNRAS.416..972D', '2011PASJ...63.1345M', '2012MNRAS.420..562H', '2012MNRAS.420.2280L', '2012MNRAS.421.1283A', '2012PASP..124..939H', '2013MNRAS.436..859M', '2014A&A...563A..39I', '2014A&A...567L...5D', '2014MNRAS.438.1335R', '2014MNRAS.440..427R', '2014PhDT.......301T', '2014RMxAC..45...75S', '2015A&A...573A..10M', '2015A&A...582A.114W', '2015ApJ...812...87Z', '2015NewAR..68....1D', '2015RAA....15..828Z', '2015aska.confE.118U', '2016A&A...586A.114M', '2016A&A...587A.135R', '2016ApJ...821...79T', '2016MNRAS.456.2425V', '2016MNRAS.463.2864A', '2017ARep...61..760K', '2017ApJ...846...76T', '2017MNRAS.464.3229M', '2017MNRAS.465.4219V', '2017MNRAS.466.4573S', '2017arXiv171104086R', '2018A&A...612A..36D', '2018A&A...616A.107K', '2018A&A...617A..67S', '2018ApJ...852...93V', '2018MNRAS.478.1218T', '2018NewAR..82....1H', '2018PASJ...70..106S', '2019A&A...625A...4G', '2019A&A...631A.170R', '2019ApJ...881...14Z', '2019MNRAS.486.3423H', '2019MNRAS.487.2200Z', '2019MNRAS.487.2881S', '2019MNRAS.489.2142H', '2019PASJ...71S...1S', '2019arXiv190700122H', '2020ApJ...890..165R', '2020MNRAS.492.2481W', '2020MNRAS.495.2234G', '2021ApJ...908...68O', '2021MNRAS.508.5362B', '2021SciA....7.9511L', '2022A&A...665A..35G', '2022A&A...665A..94Z', '2022MNRAS.509.4758H', '2022MNRAS.510..658P', '2022MNRAS.515.1557R']	84	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. Jane', 87)	
11852936	2005ApJ...627..813H	['Photoevaporation Flows in Blister H II Regions. I. Smooth Ionization Fronts and Application to the Orion Nebula']	['Henney, W. J.', 'Arthur, S. J.', 'García-Díaz, Ma. T.']	['Centro de Radioastronomía y Astrofísica, Universidad Nacional Autonoma de México, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, Michoacán, Mexico; Department of Physics and Astronomy, University of Leeds, LS2 9JT, UK.', 'Centro de Radioastronomía y Astrofísica, Universidad Nacional Autonoma de México, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, Michoacán, Mexico; Department of Physics and Astronomy, University of Leeds, LS2 9JT, UK.', 'Centro de Radioastronomía y Astrofísica, Universidad Nacional Autonoma de México, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, Michoacán, Mexico']	2005	The Astrophysical Journal	627	['813']	2005-07-00	2005-07-01T00:00:00Z	['ApJ', 'ApJ...627']	['2005ApJS..161...65A', '2006ApJ...647..397M', '2006ApJS..165..283A', '2007A&A...471..193S', '2007AJ....133..952G', '2007ASSP....1..103H', '2007ASSP....1..183A', '2007ApJ...660.1296F', '2007ApJ...667..257B', '2007ApJ...670..471A', '2008ApJS..177..584Z', '2008RMxAA..44..181G', '2008Sci...319..309G', '2008hsf1.book..544O', '2009AJ....137..367O', '2009ApJ...691.1109L', '2009ApJ...693..285P', '2009ApJ...701..677S', '2010AJ....140..985O', '2010MNRAS.403..714M', '2011ApJ...737..100T', '2011MNRAS.412.2079M', '2011MNRAS.413..705L', '2011MNRAS.414..321D', '2011MNRAS.416.1546A', '2012ApJ...757...79F', '2013MNRAS.428..691H', '2013MNRAS.430.3406T', '2014A&A...563A..65O', '2014AdAst2014E...5M', '2014Natur.512..282M', '2015A&A...576A...2O', '2017ApJ...837..151O', '2017MNRAS.464.4835O', '2017MNRAS.466.4573S', '2017arXiv170306191O', '2018A&A...617A..67S', '2018MNRAS.477.5422A', '2018MNRAS.478.1017O', '2018arXiv180101547B', '2019MNRAS.486.3423H', '2019arXiv190700122H', '2020A&A...636A..16G', '2020ApJ...905...61P', '2021A&A...656A..65M', '2021ApJ...907..119O', '2021ApJ...908..162O', '2021MNRAS.507.3810K', '2022ApJ...926...25P']	49	article		['ARTICLE', 'ASSOCIATED', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
3410391	2005ApJ...621..328H	['Self-Consistent Dynamic Models of Steady Ionization Fronts. I. Weak-D and Weak-R Fronts']	['Henney, W. J.', 'Arthur, S. J.', 'Williams, R. J. R.', 'Ferland, G. J.']	['Centro de Radioastronomía y Astrofísica, Universidad Nacional Autonoma de México, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, Michoacán, Mexico; Work carried out in part while on sabbatical at Department of Physics and Astronomy, University of Leeds, LS2 9JT, UK.', 'Centro de Radioastronomía y Astrofísica, Universidad Nacional Autonoma de México, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, Michoacán, Mexico', 'Atomic Weapons Establishment, Aldermaston, RG7 4PR, UK', 'Department of Physics and Astronomy, University of Kentucky, 177 Chemistry/Physics Building, 600 Rose Street, Lexington, KY 40506-0055']	2005	The Astrophysical Journal	621	['328']	2005-03-00	2005-03-01T00:00:00Z	['ApJ', 'ApJ...621']	['2005AIPC..804...35E', '2005AJ....130..172O', '2005ApJ...627..813H', '2005ApJ...633..295W', '2006ApJ...644..344A', '2006ApJ...647..367A', '2006ApJ...647..397M', '2006IAUS..234..259E', '2006MNRAS.368.1949A', '2007ASSP....1..103H', '2007ApJ...658.1119P', '2007ApJ...670..471A', '2007ApJ...671L.137H', '2008EAS....31...53F', '2009ApJ...693..285P', '2009ApJ...701..677S', '2009MNRAS.394L..16M', '2009MNRAS.398..157H', '2010A&A...517A..27M', '2010ApJ...708.1551R', '2010MNRAS.404..275A', '2011Ap&SS.336..235F', '2011ApJ...738..174M', '2011MNRAS.416.1546A', '2012ApJ...757...79F', '2012MNRAS.426..614M', '2013ApJ...774..112W', '2013MNRAS.436..859M', '2013RMxAA..49..137F', '2014MNRAS.437..843G', '2014MNRAS.438.1335R', '2015A&A...576A..21S', '2015A&A...582A..24M', '2015AJ....149..101H', '2015MNRAS.446.1234C', '2016ApJ...819..137K', '2016mmcr.book..153F', '2017ApJ...851...93K', '2017MNRAS.464.1833E', '2017MNRAS.464.3315A', '2017MNRAS.464.4835O', '2017RMxAA..53..385F', '2020CoSka..50...32H', '2020MNRAS.496..339P', '2021MNRAS.502.4597H', '2021bhns.confE...1K']	46	article		['ARTICLE', 'DATA', 'EPRINT_OPENACCESS', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. J.', 86)	
2324094	2004ApJ...608..282A	['The Effects of Dust on Compact and Ultracompact H II Regions']	['Arthur, S. Jane', 'Kurtz, Stanley E.', 'Franco, José', 'Albarrán, Marna Y.']	['Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, Michoacán, México; On sabbatical leave at the Department of Physics and Astronomy, University of Leeds, Woodhouse Lane, Leeds LS2 9JT, UK.', 'Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, Michoacán, México.', 'Instituto de Astronomía, Universidad Nacional Autónoma de México, Apartado Postal 70-264, 04510 México, D.F., México.', 'Centro de Radioastronomía y Astrofísica, Universidad Nacional Autónoma de México, Campus Morelia, Apartado Postal 3-72, 58090 Morelia, Michoacán, México.']	2004	The Astrophysical Journal	608	['282']	2004-06-00	2004-06-01T00:00:00Z	['ApJ', 'ApJ...608']	['2005ApJ...623..917H', '2005ApJ...627..813H', '2005IAUS..227..389C', '2005MNRAS.358..291D', '2006A&A...453.1003T', '2006ApJ...639..788D', '2006ApJ...646..240H', '2006ApJS..165..283A', '2007A&A...476.1019M', '2007ASSP....1...61H', '2007ASSP....1..103H', '2007ApJ...660.1296F', '2007ApJ...664..363H', '2007ApJ...668..980M', '2008IAUS..255..361H', '2009A&A...507.1327H', '2009ApJ...703.1352K', '2009MNRAS.400..263W', '2011ApJ...732..100D', '2011MNRAS.414.1747A', '2011MNRAS.415.3439D', '2012A&A...542A..10A', '2012ApJ...744..130K', '2012ApJ...757...79F', '2012ApJ...757..108Y', '2012MNRAS.421.1283A', '2012MNRAS.427..625W', '2013ApJ...779..113M', '2013MNRAS.434.2742J', '2014A&A...568A...4T', '2014MNRAS.439.2990S', '2015MNRAS.447.2307M', '2015MNRAS.449..440A', '2016A&A...586A.114M', '2016AJ....152..152R', '2016ApJ...816L..16I', '2016ApJ...819..137K', '2016ApJ...824..125L', '2017ARA&A..55...59N', '2017MNRAS.466.4573S', '2017MNRAS.470.4453R', '2017MNRAS.472.4750D', '2017arXiv170902539R', '2017arXiv171104086R', '2018A&A...612A..36D', '2018A&A...616A..91G', '2018RAA....18...91T', '2019MNRAS.482..321G', '2019MNRAS.485.1775I', '2019MNRAS.486.4423H', '2020ApJ...904..192W', '2021A&A...645A.110Y']	52	article		['ARTICLE', 'DATA', 'ESOURCE', 'OPENACCESS', 'PUB_OPENACCESS', 'REFEREED']	('Arthur, S. Jane', 87)	
1811537	1991IAUS..148..331A	['Supernova Explosions in Stellar Wind Bubbles']	['Arthur, S. Jane']	['-']	1991	The Magellanic Clouds	148	['331']	1991-00-00	1991-01-01T00:00:00Z	['IAUS', 'IAUS..148']	['1991MNRAS.251...93A']	1	inproceedings		['ADS_OPENACCESS', 'ARTICLE', 'ESOURCE', 'NOT REFEREED', 'OPENACCESS', 'TOC']	('Arthur, S. Jane', 87)	
