01	2021MNRAS.507.3030J	None	['Arthur, S. J.', 86]	['Jiménez-Hernández, P.', 'Arthur, S. J.', 'Toalá, J. A.', 'Marston, A. P.']	['stars circumstellar matter', '-', '-', 'stars winds outflows', 'hydrodynamics', 'stars wolf rayet', 'dust', 'ism dust extinction', '-', '-']
01	2020MNRAS.497.4128J	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Jiménez-Hernández, P.', 'Arthur, S. J.', 'Toalá, J. A.']	['stars circumstellar matter', '-', '-', '-', 'stars luminosity function;mass function', '-', '-']
01	2020ApJ...900L...3R	['-', 0]	['Arthur, Jane', 86]	['Rodríguez, Luis F.', 'Arthur, Jane', 'Montes, Gabriela', 'Carrasco-González, Carlos', 'Toalá, Jesús A.']	['stars binaries general', 'stars wolf rayet', 'stars winds outflows', '-', '-', '-', '-', '-']
01	2019MNRAS.489.2142H	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Henney, William J.', 'Arthur, S. J.']	['stars circumstellar matter', 'stars winds outflows', 'hydrodynamics', 'astronomy infrared', '-', '-']
01	2019MNRAS.486.4423H	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Henney, William J.', 'Arthur, S. J.']	['radiation', 'stars circumstellar matter', 'stars winds outflows', 'hydrodynamics', '-', '-']
01	2019MNRAS.486.3423H	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Henney, William J.', 'Arthur, S. J.']	['stars circumstellar matter', 'stars winds outflows', 'hydrodynamics', '-', '-']
01	2019arXiv190700122H	['0000-0002-9891-8017', 63]	['Arthur, S. J.', 86]	['Henney, William J.', 'Tarango-Yong, Jorge A.', 'Ángel Gutiérrez-Soto, Luis', 'Arthur, S. J.']	['-', '-']
01	2018Galax...6...80T	['0000-0002-5456-4472', 100]	['Arthur, S.', 90]	['Toalá, Jesus', 'Arthur, S.']	None
01	2018MNRAS.478.1218T	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Toalá, J. A.', 'Arthur, S. J.']	['-', 'stars low mass brown dwarfs', '-', 'ism bubbles', '-', 'ism planetary nebulae', 'astronomy x rays', '-', '-']
01	2018JPhCS1031a2003A	['0000-0002-5456-4472', 100]	['Arthur, Jane', 86]	['Arthur, Jane']	None
01	2017cfe..confE..18J	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Jiménez-Hernández, P.', 'Arthur, S. J.', 'Toalá, J. A.']	['galaxies', 'nebulae', '-', 'nuclear reactions;nucleosynthesis;abundances', 'models', 'methods observational']
01	2017MNRAS.464..178T	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Toalá, J. A.', 'Arthur, S. J.']	['hydrodynamics', 'radiative transfer', 'ism planetary nebulae', 'astronomy x rays']
01	2016MNRAS.463.4438T	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Toalá, J. A.', 'Arthur, S. J.']	['hydrodynamics', 'radiative transfer', 'ism planetary nebulae', 'astronomy x rays', '-']
01	2016MNRAS.463.2864A	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Arthur, S. J.', 'Medina, S. -N. X.', 'Henney, W. J.']	['hydrodynamics', 'turbulence', 'ism hii regions', 'ism general', 'ism kinematics and dynamics', '-']
01	2016MNRAS.456.4305T	['0000-0003-3667-574X', 65]	['Arthur, S. J.', 86]	['Toalá, J. A.', 'Guerrero, M. A.', 'Chu, Y. -H.', 'Arthur, S. J.', 'Tafoya, D.', 'Gruendl, R. A.']	['stars wolf rayet', 'ism bubbles', 'ism general', 'astronomy x rays', 'astronomy x rays', '-']
01	2015MNRAS.453.1324B	['0000-0002-5449-6131', 70]	['Arthur, S. J.', 86]	['Bisbas, T. G.', 'Haworth, T. J.', 'Williams, R. J. R.', 'Mackey, J.', 'Tremblin, P.', 'Raga, A. C.', 'Arthur, S. J.', 'Baczynski, C.', 'Dale, J. E.', 'Frostholm, T.', 'Geen, S.', 'Haugbølle, T.', 'Hubber, D.', 'Iliev, I. T.', 'Kuiper, R.', 'Rosdahl, J.', 'Sullivan, D.', 'Walch, S.', 'Wünsch, R.']	['hydrodynamics', 'methods numerical', 'ism bubbles', 'ism hii regions', 'ism kinematics and dynamics', 'galaxies intergalactic medium', '-', '-']
01	2015wrs..conf..315A	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Arthur, S. J.']	None
01	2014MNRAS.445.1797M	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Medina, S. -N. X.', 'Arthur, S. J.', 'Henney, W. J.', 'Mellema, G.', 'Gazol, A.']	['hydrodynamics', 'turbulence', 'ism hii regions', 'ism kinematics and dynamics', '-']
01	2014ApJ...797..100F	['0000-0003-3667-574X', 65]	['Arthur, S. J.', 86]	['Fang, X.', 'Guerrero, M. A.', 'Marquez-Lugo, R. A.', 'Toalá, J. A.', 'Arthur, S. J.', 'Chu, Y. -H.', 'Blair, W. P.', 'Gruendl, R. A.', 'Hamann, W. -R.', 'Oskinova, L. M.', 'Todt, H.']	['ism kinematics and dynamics', 'planets and satellites', '-']
01	2014MNRAS.443.3486T	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Toalá, J. A.', 'Arthur, S. J.']	['hydrodynamics', 'radiative transfer', 'ism planetary nebulae', 'astronomy x rays', '-']
01	2014xru..confE.197T	['0000-0002-5456-4472', 100]	['Arthur, S.', 90]	['Toala, J.', 'Guerrero, M.', 'Chu, Y.', 'Gruendl, R.', 'Arthur, S.']	None
01	2014apn6.confE.102T	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Toala, J.', 'Arthur, S. J.']	['-', 'ism planetary nebulae']
01	2013hsa7.conf..674T	['0000-0003-3667-574X', 65]	['Arthur, S. J.', 86]	['Toalá, J. A.', 'Guerrero, M. A.', 'Chu, Y. -H.', 'Gruendl, R. A.', 'Arthur, S. J.', 'Smith, R. C.', 'Snowden, S. L.']	None
01	2012ApJ...755...77T	['0000-0003-3667-574X', 65]	['Arthur, S. J.', 86]	['Toalá, J. A.', 'Guerrero, M. A.', 'Chu, Y. -H.', 'Gruendl, R. A.', 'Arthur, S. J.', 'Smith, R. C.', 'Snowden, S. L.']	['ism bubbles', 'ism general', '-', 'stars winds outflows', 'hydrodynamics', 'stars wolf rayet', 'astronomy x rays', '-']
01	2012MNRAS.421.1283A	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Arthur, S. J.']	['hydrodynamics', 'stars winds outflows', 'hydrodynamics', 'ism bubbles', 'ism hii regions']
01	2011RMxAC..40..185T	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Toalá, J. A.', 'Arthur, S. J.']	['ism bubbles', 'ism kinematics and dynamics', '-', 'stars luminosity function;mass function']
01	2011ApJ...737..100T	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Toalá, J. A.', 'Arthur, S. J.']	['ism bubbles', 'ism kinematics and dynamics', '-', 'stars luminosity function;mass function', 'stars winds outflows', 'hydrodynamics', '-']
01	2011MNRAS.414.1747A	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Arthur, S. J.', 'Henney, W. J.', 'Mellema, G.', 'de Colle, F.', 'Vázquez-Semadeni, E.']	['mhd', 'stars fundamental parameters', 'ism hii regions', 'ism kinematics and dynamics', '-', '-']
01	2011IAUS..270..297A	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Arthur, S. J.', 'Henney, W. J.', 'Mellema, G.', 'de Colle, F.', 'Vázquez-Semadeni, E.']	['ism hii regions', 'hydrodynamics', 'ism kinematics and dynamics']
01	2010ASPC..425..233T	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Toalá, J. A.', 'Arthur, S. J.']	None
01	2009MNRAS.398..157H	['0000-0002-5456-4472', 100]	['Arthur, S. Jane', 87]	['Henney, William J.', 'Arthur, S. Jane', 'de Colle, Fabio', 'Mellema, Garrelt']	['mhd', 'stars fundamental parameters', 'ism globules', 'ism hii regions', 'astrophysics']
01	2009AIPC.1156..285A	['0000-0002-5456-4472', 100]	['Arthur, S. Jane', 87]	['Arthur, S. Jane']	['-', '-', '-', '-', '-', '-', '-', 'astronomy infrared', 'stars novae;cataclysmic variables', 'stars luminosity function;mass function', '-', 'cosmic rays']
01	2009AJ....137..367O	['0000-0003-4503-6333', 63]	['Arthur, S. J.', 86]	["O'Dell, C. R.", 'Henney, W. J.', 'Abel, N. P.', 'Ferland, G. J.', 'Arthur, S. J.']	['ism hii regions', 'ism general', 'stars fundamental parameters', 'astrophysics']
01	2008IAUS..250..355A	['0000-0002-5456-4472', 100]	['Arthur, S. Jane', 87]	['Arthur, S. Jane']	['stars luminosity function;mass function', 'ism bubbles', 'ism hii regions']
01	2008camf.confE..18H	['0000-0002-5456-4472', 100]	['Arthur, S. Jane', 87]	['Henney, William', 'Arthur, S. Jane', 'de Colle, Fabio', 'Mellema, Garrelt']	None
01	2007ApJ...670..471A	['0000-0002-5456-4472', 100]	['Arthur, S. Jane', 87]	['Arthur, S. Jane']	['ism hii regions', 'hydrodynamics', 'ism kinematics and dynamics', 'astrophysics']
01	2007RMxAC..30...64A	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Arthur, S. J.']	['ism hii regions', 'stars luminosity function;mass function']
01	2007ApJ...660.1296F	['0000-0003-2721-7974', 65]	['Arthur, S. Jane', 87]	['Franco, José', 'García-Segura, Guillermo', 'Kurtz, Stanley E.', 'Arthur, S. Jane']	['hydrodynamics', 'ism clouds', 'ism hii regions', 'astrophysics']
01	2007ASSP....1..183A	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Arthur, S. J.']	['-', 'astrophysics']
01	2006ApJ...647..397M	['0000-0002-5456-4472', 100]	['Arthur, S. Jane', 87]	['Mellema, Garrelt', 'Arthur, S. Jane', 'Henney, William J.', 'Iliev, Ilian T.', 'Shapiro, Paul R.']	['ism hii regions', 'ism clouds', 'ism kinematics and dynamics', 'stars fundamental parameters', 'turbulence', 'astrophysics']
01	2006ApJS..165..283A	['0000-0002-5456-4472', 100]	['Arthur, S. Jane', 87]	['Arthur, S. Jane', 'Hoare, M. G.']	['ism hii regions', 'ism kinematics and dynamics', 'shock waves', 'stars fundamental parameters', 'stars winds outflows', 'hydrodynamics', 'astrophysics']
01	2005ApJ...627..813H	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Henney, W. J.', 'Arthur, S. J.', 'García-Díaz, Ma. T.']	['ism hii regions', 'hydrodynamics', 'ism general', 'astrophysics']
01	2005ApJ...621..328H	['0000-0003-4503-6333', 63]	['Arthur, S. J.', 86]	['Henney, W. J.', 'Arthur, S. J.', 'Williams, R. J. R.', 'Ferland, G. J.']	['ism hii regions', 'hydrodynamics', 'methods numerical', 'shock waves', 'astrophysics']
01	2004ApJ...608..282A	['0000-0003-2721-7974', 65]	['Arthur, S. Jane', 87]	['Arthur, S. Jane', 'Kurtz, Stanley E.', 'Franco, José', 'Albarrán, Marna Y.']	['stars circumstellar matter', 'ism dust extinction', 'ism dust extinction', 'ism hii regions', 'astronomy infrared', 'ism kinematics and dynamics', 'stars fundamental parameters']
01	2003A&A...401.1027P	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Pittard, J. M.', 'Arthur, S. J.', 'Dyson, J. E.', 'Falle, S. A. E. G.', 'Hartquist, T. W.', 'Knight, M. I.', 'Pexton, M.']	['ism kinematics and dynamics', 'ism supernova remnants', 'galaxies intergalactic medium', 'astrophysics']
01	2002A&A...390.1063D	['0000-0002-5456-4472', 100]	['Arthur, S. J.', 86]	['Dyson, J. E.', 'Arthur, S. J.', 'Hartquist, T. W.']	['ism kinematics and dynamics', 'ism supernova remnants', 'galaxies intergalactic medium']
01	2002Ap&SS.281..267A	['0000-0002-5456-4472', 100]	['Arthur, S. Jane', 87]	['Arthur, S. Jane']	['radiative transfer', 'shock waves', 'stars novae;cataclysmic variables']
